,Clue,Answer,Explanation
19859,Backache after beginning to prune plant,PLUMBAGO,"Definition: plant
A charade of P for the initial letter of ‘prune’ and LUMBAGO. Stomach pain and backache in the first five acrosses. I’m reaching for the medicine cabinet already.
"
19860,Mix 3 ingredients for sandwich filling,TUNA,"Definition: sandwich filling
The solution to 3 is AUNT, so it’s anagram of AUNT;
"
19861, President observed going around hotel in grand fashion,WASHINGTON,"Definition:  President
A charade of SAW reversed, H, IN, G and TON for ‘fashion’.
"
19862,Many got so confused about right art of fine dining,GASTRONOMY,"Definition: art of fine dining
An insertion of R in anagram of MANY GOT SO; The insertion indicator is ‘about’; the anagrind is ‘confused’.
"
19863,Wife quits golf club in bitterness,EDGE,"Definition: bitterness
[W]EDGE
"
19864,Number really discontented over worker’s status as rent payer,TENANTRY,"Definition: status as rent payer
An insertion of ANT in TEN and ~~R[AILWA]Y~~ [R]EALL[Y]. The insertion indicator is ‘over’.
"
19865,Dubbing for film musical,GREASE,"Definition: Dubbingfilmmusical
A dd (with the second definition giving you two options, I suppose) ‘Dubbing’ is given in Collins as an alternative to ‘dubbin’, which is the spelling I know (and the trademark).
"
19866,Pester captain boldly going to effect military evacuation,DUNKIRK,"Definition: military evacuation
A charade of DUN and [Captain James T] KIRK. I’m sure you knew, but Captain Kirk was at the helm of the USS Enterprise, whose mission was ‘to boldy go where no man has gone before’. Perhaps, like me, you didn’t know that *Collins* has:
"
19867,"Demanding individual, ultimately manager to you and me",ONEROUS,"Definition: Demanding
A charade of ONE, R and O for the last letters of ‘manager’ and ‘to’ and US.
"
19868,They discern thoughts of fear stopping workers going underground,MIND READERS,"Definition: They discern thoughts
An insertion of DREAD in MINERS. The insertion indicator is ‘stopping’.
"
19869,Support American being consumed by shame,SUSTAIN,"Definition: Support
An insertion of US in STAIN. The insertion indicator is ‘being consumed by’.
"
19870,"School bus many regularly filled, forming queue",COLUMN,"Definition: queue
Every other letter of sChOoL bUs MaNy.
"
19871,Relative having a cheerful manner without any frills,AUNT,"Definition: Relative
[J]AUNT[Y]
"
19872,Anger breaks over TV chef in Maine making US trailer,MOBILE HOME,"Definition: US trailer
Great surface, but tricky parsing. An insertion of BILE in O for ‘over’ and [Ken] HOM for the TV chef; all that inserted into ME for ‘Maine’. The inner insertion indicator is ‘breaks’; the outer one is ‘in’. What we call MOBILE HOMES are ‘trailers’ in the US, apparently.
"
19873,"Party with peanuts provided regularly for Will, maybe?",DOCUMENT,"Definition: Will, maybe?
A charade of DO, CUM for the Latin word for ‘with’ and ENT for the even letters of ‘peanuts’.
"
19874,No fewer than fifty invading a revolutionary state,AT LEAST,"Definition: No fewer than
An insertion of L in A anagram of STATE; The insertion indicator is ‘invading’ and the anagrind is ‘revolutionary’.
"
19875, Absolute timing a duet represented,UNMITIGATED,"Definition:  Absolute
anagram of TIMING A DUET;
"
19876,Honour Holland typically announced displaying royal finery,CROWN JEWELS,"Definition: royal finery
A charade of CROWN and a homophone of JOOLS Holland, the musician and TV presenter.
"
19877,"Uncle, man lacking money and close to despair",PAWNBROKER,"Definition: Uncle
A charade of PAWN, the [chess]man, BROKE and R for the last letter of ‘despair’. ‘Uncle’ is a slang word for PAWNBROKER.
"
19878,Briefly test coupling that holds new rotating pin,TRUNNION,"Definition: rotating pin
A charade of TR[Y] and N inserted into UNION. The insertion indicator is ‘that holds’.
"
19879," Go to work, perhaps?",SYNONYM,"Definition:  Go to work, perhaps?
‘Go’, as cruciverbophiles will know, is a SYNONYM of ‘work’.
"
19880,Clerics decide a Conservative is accommodating,DEACONS,"Definition: Clerics
Hidden in deciDE A CONServative.
"
19881, Band of very cold weather reported,FRIEZE,"Definition:  Band
A homophone (‘reported’) of FREEZE.
"
19882,Star doesn’t go conversing in Spanish,NOVA,"Definition: Star
In Spanish, NO VA means ‘doesn’t go’. But don’t be tempted to mention the mistranslation story about the poorly selling Vauxhall Nova in Spain, or the Chevrolet Nova in Latin America. It never happened. The Vauxhall was sold in Spain as the Opel Corsa from the outset and the Chevy actually sold pretty well in those Spanish-speaking countries. It doesn’t even sound the same in Spanish: the stress in nova and *no va* is different. And in a nod to 17dn, if you wanted to say that a car ‘doesn’t go’ or ‘doesn’t work’, you’d most likely say something like *no funciona*. So no corporate embarrassment, no lost sales. Just a big, fat (but often repeated) urban myth.
"
19883,A-lister’s cool futuristic vehicle,STARSHIP,"Definition: futuristic vehicle
A charade of STARS and HIP.
"
19884,Bits of cold strange US rubbish,CRUMBS,"Definition: Bits
A charade of C, RUM and BS. I guess BS for ‘bullshit’ is more American English than British English.
"
19885,Inept act reformed miserable wage,PITTANCE,"Definition: miserable wage
anagram of INEPT ACT; with ‘reformed’ as the anagrind.
"
19886,Bloke with revolutionary knack for incantation,MANTRA,"Definition: incantation
A charade of MAN and ART reversed. The reversal indicator is ‘revolutionary’.
"
19887, Magnificent piano left on purpose in here with front missing,RESPLENDENT,"Definition:  Magnificent
An insertion of P, L and END in [P]RESENT. The insertion indicator is ‘in’ and the initial letter removal is indicated by ‘with front missing’.
"
19888,Mature heads of Royal Institution promote educational networks,RIPEN,"Definition: Mature
The initial letters of the last five words of the clue.
"
19889,A traitor enters river to get clear,EXONERATE,"Definition: clear
An insertion of ONE RAT in EXE. The insertion indicator is ‘enters’.
"
19890,Tried firs chopped up and cooked,STIR,"Definition: cooked
-FRIEDanagram of TRIED FIRS; with ‘chopped up’ as the anagrind.
"
19891,Vegetation initially found living on restricted area,FLORA,"Definition: Vegetation
The initial letters of the last five words of the clue.
"
19892,New dawn as rains cease spreading across North,RENAISSANCE,"Definition: New dawn
An insertion of N in anagram of RAINS CEASE; The insertion indicator is ‘across’ and the anagrind is ‘spreading’.
"
19893,Instruction in reduced working,LESSON,"Definition: Instruction
A charade of LESS and ON.
"
19894,Glorify ladies dancing around island before start of evening,IDEALISE,"Definition: Glorify
An insertion of I in anagram of LADIES; followed by E for the initial letter of ‘evening’. The insertion indicator is ‘around’ and the anagrind is ‘dancing’.
"
19895,Hostile part of song,AVERSE,"Definition: Hostile
A VERSE
"
19896,Aware male is lacking in feeling,SENTIENT,"Definition: Aware
SENTI[M]ENT
"
19897,Exceptional whistle-blower is great on turf,SUPERGRASS,"Definition: Exceptional whistle-blower
A charade of SUPER and GRASS.
"
19898,Clean six-footer having one month in charge,ANTISEPTIC,"Definition: Clean
A charade of ANT, I SEPT and IC. ‘The procedure was carried out in a clean/an antiseptic environment.’
"
19899,Creature written about in Italian sonnet,SNAIL,"Definition: Creature
Hidden reversed in ItaLIAN Sonnet.
"
19900,Awkward naked fiend in popular religious establishment,INCONVENIENT,"Definition: Awkward
An insertion of [F]IEN[D] in IN CONVENT. The insertion indicator is ‘in’. Setters will use words like ‘naked’ or ‘unclothed’ to ask you to remove the outer letters of a word.
"
19901,Boar’s feet prepared for Sunday lunch?,ROAST BEEF,"Definition: Sunday lunch?
anagram of BOARS FEET; with ‘prepared’ as the anagrind. Boar’s head, for preference, although trotters are considered a delicacy by some folk.
"
19902,Medium upset couple,MATE,"Definition: couple
A charade of M and ATE. ATE for ‘upset’ or ‘worried’ is a crossword standard.
"
19903,Various cabbages have skin disease,SCAB,"Definition: skin disease
Hidden in variouS CABbages.
"
19904,Subordinate part in inferior play,SECOND FIDDLE,"Definition: Subordinate part
A charade of SECOND and FIDDLE.
"
19905,Mother’s nag about missing lid on sage sauce,MAYONNAISE,"Definition: sauce
This wins today’s Trickiest Clue to Parse Prize. You have to read ‘mother’s’ as ‘mother has’. Then it’s a charade of MA, ANNOY reversed and [W]ISE. The reversal indicator is ‘about’ and the initial letter removal indicator is ‘missing lid’.
"
19906,Lowering of Parisian somewhere below ground,DEBASEMENT,"Definition: Lowering
A charade of DE for the French word for ‘of’ and BASEMENT.
"
19907, Villainous foe ruins a broadcast,NEFARIOUS,"Definition:  Villainous
anagram of FOE RUINS A; with ‘broadcast’ as the anagrind.
"
19908,Begin small pastry dish,START,"Definition: Begin
A charade of S and TART.
"
19909,Parasite in rotten leaf,FLEA,"Definition: Parasite
anagram of LEAF; with ‘rotten’ as the anagrind.
"
19910,Regularly dissolve something in water,ISLE,"Definition: something in water
The even letters of dIsSoLvE.
"
19911,Pirate’s leader aware of refusal to turn back boat,PONTOON,"Definition: boat
A charade of P for the initial letter of ‘pirate’, ON TO and NO reversed.
"
19912,Hidden danger behind returning medication boxes,PITFALL,"Definition: Hidden danger
An insertion of AFT reversed in PILL. The insertion indicator is ‘boxes’ and the reversal indicator is ‘returning’.
"
19913,Prince from West Africa wearing collar,NAWAB,"Definition: Prince
An insertion of WA in NAB. An Urdu word, signifying a viceroy or deputy governor under the former Mogul empire in India.
"
19914,Need bit of joist in support for flag,BLACKJACK,"Definition: flag
An insertion of LACK and J for the initial letter of ‘joist’ in BACK. In popular parlance, the skull and crossbones or Jolly Roger.
"
19915,Impasse as bay abandons horse from the same yard,STALEMATE,"Definition: Impasse
STA[B]LEMATE. I can’t find b for ‘bay’ in any of my dictionaries, and can only think that’s what Vigo intended.
"
19916,Over time plug bargain,STEAL,"Definition: bargain
An insertion of T in SEAL. The insertion indicator is ‘over’.
"
19917,Dropping fish without tail,SKAT,"Definition: Dropping
SKAT[E]. An alternative spelling of SCAT.
"
19918,King left donkey going around rich source of wealth,KLONDYKE,"Definition: rich source of wealth
A charade of K, L and anagram of DONKEY; The NW Canadian region that was a source of gold in the late 1800s.
"
19919,Networking system using alien trap to snare female,ETHERNET,"Definition: Networking system
An insertion of HER in ET and NET. The insertion indicator is ‘to snare’.
"
19920,Turning slates for photograph,SNAP,"Definition: photograph
A reversal of PANS. To PAN and to ‘slate’ are both verbs meaning ‘to criticise’.
"
19921,Silence wife and husband first,WHIST,"Definition: Silence
A charade of W, H and IST. A poetical word for Shh! or Be quiet! I can’t see it without starting to sing *The Lambton Worm*, the chorus of which is:
"
19922,"Whisht! lads, haad yor gobs,",A,"a’ll tell yer aall and aaful story.*Whisht! lads, haad yor gobs,*
"
19923,Small diamonds dropped from editorial about diamond,SOLITAIRE,"Definition: diamond
A charade of S and anagram of E[D]ITORIAL; with ‘about’ as the anagrind.
"
19924,Excessively and completely overwhelming several,FULSOMELY,"Definition: Excessively
An insertion of SOME in FULLY. The insertion indicator is ‘overwhelming’. FULSOME always used to mean, and still does for some people, ‘nauseatingly obsequious’ (it’s cognate with *false*). But most people these days use it in Vigo’s sense: lavish, excessive; and almost always in the phrase ‘fulsome praise’.
"
19925,Pest concealed by a piano,APHID,"Definition: Pest
A charade of A, P and HID.
"
19926,Cryptic setter’s ways,STREETS,"Definition: ways
anagram of SETTERS;
"
19927,Unemotional doctor looked on after final bit of surgery,DRY,"Definition: Unemotional
-EYEDA charade of DR, Y for the last letter of ‘surgery’ and EYED.
"
19928,Correct urge to capture province,PUNISH,"Definition: Correct
An insertion of NI in PUSH. The insertion indicator is ‘to capture’.
"
19929,Recent demand for course,NEWMARKET,"Definition: course
A charade of NEW and MARKET.
"
19930,Doctor into rock as solo player,OMBRE,"Definition: solo player
An insertion of MB in ORE. The insertion indicator is ‘into’.  This exact definition is given in my *Chambers*, and is to do with the card game.
"
19931,Corrupt banks earn from American state,NEBRASKAN,"Definition: from American state
anagram of BANKS EARN;
"
19932,Set step across line,PLACE,"Definition: Set
An insertion of L in PACE. The insertion indicator is ‘across’.
"
19933,Seizes day to commit to alliance,TAKE SIDES,"Definition: commit to alliance
A charade of TAKES and IDES. The second particle is best known in the Ides of March, of which one should beware.
"
19934,Saw commercial over time,ADAGE,"Definition: Saw
A charade of AD and AGE. ‘Over’ works because it’s a down clue.
"
19935,Promising characteristic of heartless lady,LIKELY,"Definition: Promising
A charade of LIKE and L[AD]Y.
"
19936,"Somehow not new, yet not of a significant age",TWENTY,"Definition: not of a significant age
-ONEanagram of NOT NEW YET;
"
19937,Performed better in unpopular drama before journalist,OUTPLAYED,"Definition: Performed better
A charade of OUT, PLAY and ED.
"
19938,Roguishly and grandly removing hat following king and knight,KNAVISHLY,"Definition: Roguishly
A charade of K, N for the chess ‘knight’ and [L]AVISHLY.
"
19939,Maintained time’s over,TENDED,"Definition: Maintained
A charade of T and ENDED.
"
19940,One doing very little in bridle-roads,IDLER,"Definition: One doing very little
Hidden in brIDLE Roads.
"
19941,Plans of small particles broadcast,SPECS,"Definition: Plans
A homophone of SPECKS.
"
19942,At first you decided awful outfit turned up is flattering one,TOADY,"Definition: flattering one
The first letters of the third, fourth, fifth, sixth and seventh letters of the clue, all reversed (‘up’).
"
19943,Vocalist to improvise around unusual chord – it’s a must-see,SCHR,"Definition: it’s a must-see
ÖDINGER’S CATAn insertion of anagram of CHORD; in SINGER and SCAT. The insertion indicator is ‘around’ and the anagrind is ‘unusual’.  I’m a scientist by education so I know perfectly well what the physicist’s feline is all about, but the definition took a long time to twig. It’s to do with a famous thought experiment involving a cat in a closed box, where – given a property of quantum systems called superposition – the cat can be simultaneously alive *and* dead, until it is observed, when the superposition collapses and the cat is either alive *or* dead. So I am surmising that the ‘must-see’ element of the definition refers to this change of state only occurring when the cat is seen. Which would be an ask even for an averagely scientifically literate solver.
"
19944,Methuselah had to complete a course his boss thought up,IDEATED,"Definition: thought up
A charade of I’D for ‘Methuselah had’, EAT and ED, who is his boss, in the crossword world at least.
"
19945,Naked man possibly relieves 28 older women,AUNTIES,"Definition: older women
A charade of [M]A[N] and UNTIES. The solution to 28 across is GREMLIN, but how that fits into the definition, I know not.
"
19946,"With lead characters lost, hob must cast spells",BOUTS,"Definition: spells
anagram of [H]OB [M]UST; The anagrind is ‘cast’.
"
19947,"Stirring cauldron, cut a sinister figure",COUNT DRACULA,"Definition: sinister figure
anagram of CAULDRON CUT A; with ‘stirring’ as the anagrind.
"
19948,"One sent down for good over unsuccessful coup, originally",LUCIFER,"Definition: One sent down for good over unsuccessful coup, originally
An insertion of U and C for the initial letters of ‘unsuccessful’ and ‘coup’ in LIFER, which is someone who would have been ‘sent down for good’. A cad, where the whole clue defines the solution: in the Judeo-Christian tradition, LUCIFER is a fallen angel who desired himself to become God and was cast out of heaven by the same. The account is in Ezekiel, but is reiterated in Luke 10:18: *He replied, “I saw Satan fall like lightning from heaven.”*
"
19949,Endangered bat’s taken to have wings clipped,AT STAKE,"Definition: Endangered
[B]ATS TAKE[N]
"
19950,A-list brought on board to create comedies,SCREAMS,"Definition: comedies
An insertion of CREAM in SS for ‘steamship’. ‘On board’ is crossword-speak for ‘put something inside SS’.
"
19951,Old devil‘s got a couple of old stars forgetting their lines,SO,"Definition: Old devil
-AND-SOSO[L] AND SO[L]
"
19952, Tolkien has him following a ring of gold around,FRODO,"Definition:  Tolkien has him following a ring of gold around
Another cad, and a charade of F for ‘following’ and O D’OR reversed (‘around’). There’s no indication that you need the French version of ‘of gold’, and it’s not really that fully engrained in English. Great surface reading, though.  The reference is, of course, to a character in JRR Tolkien’s work, *The Lord of the Rings.*
"
19953,Part of a Halloween tradition where a sucker is made to welcome a little rascal,TREAT,"Definition: Part of a Halloween tradition
An insertion of R for the initial letter of ‘rascal’ in TEAT. Referencing TRICK OR TREAT, a comparatively recent and entirely unwelcome American invasion to these shores.
"
19954,Fancy gadget shown in Bond film’s teaser?,TIE CLIP,"Definition: Fancy gadget
A charade of TIE for ‘bond’ and CLIP.
"
19955,Troublemaker finally blowing entrance off Vlad’s castle,GREMLIN,"Definition: Troublemaker
A charade of G for the final letter of ‘blowing’ and [K]REMLIN, which although it’s not Mr Putin’s private ‘castle’, might as well be given his autocratic rule.
"
19956,Pole gives attack dog the slip and joins two Italians who escaped long ago,HARRY HOUDINI,"Definition: who escaped long ago
Attack dog gives you HARRY HOUND. The setter is asking you to take the N for North (Pole) out of that, insert it between I and I for ‘Italians’ and then join it on to the end. I know, I know, it’s Sunday and we’re not wired up for this sort of stuff.
"
19957,Slasher presumably showing vamp with a different origin,REDUCER,"Definition: Slasher presumably
Methuselah is inviting you to take the S from the beginning of SEDUCER and replace it, somewhat randomly, with an R.
"
19958,Downing Street figure working to upset some players,NONET,"Definition: some players
A reversal of TEN and ON.
"
19959,Wickedness to be sent from below,EVIL,"Definition: Wickedness
A reversal of LIVE for ‘to be’. Since it’s a down clue, ‘sent from below’ is the reversal indicator.
"
19960, Part of window showing star now and then – shut it!,SASH,"Definition:  Part of window
A charade of SA for the odd letters of StAr and SH.
"
19961,Dom’s alibi when travelling is fiendish practice,DIABOLISM,"Definition: fiendish practice
anagram of DOMS ALIBI; and surely a nod to Mr Cummings’ lockdown jaunt to Barnard Castle to test his eyesight.
"
19962,Priest cracking hints about contents of early cardinal’s tomb,SEPULCHRE,"Definition: tomb
An insertion of P in CLUES reversed followed by [T]HRE[E], which is indeed an early cardinal number. The insertion indicator is ‘cracking’ and the reversal indicator is ‘about’.
"
19963,Letters regularly dispatched from US to African capital,SOFIA,"Definition: capital
The odd letters of uS tO aFrIcAn.
"
19964, Little attention seekers in hotel with things available at reception,HANDBELLS,"Definition:  Little attention seekers
A charade of H for the phonetic alphabet ‘hotel’, AND for ‘with’ and BELLS, which can often be found on reception desks in places like Fawlty Towers.
"
19965,Initiating another session about action on pitch,REBOOTING,"Definition: Initiating another session
A charade of RE and BOOTING.
"
19966,"Sharp, stinging pain",SMART,"Definition: Sharpstinging pain
A dd. I was doubtful that SMART was a noun in this sense, but my Chambers confirms it.
"
19967, Sign of cross almost knocked European character over,SCORPIO,"Definition:  Sign
A charade of anagram of CROS[S];, PI for the Greek letter, and O. The anagrind is ‘knocked’.
"
19968,A portion of scrambled egg on salmon’s picked up and necked,SNOGGED,"Definition: necked
Hidden reversed in scrambleD EGG ON Salmon.
"
19969, Gothic building in which there’s a lack of reflection,FOLLY,"Definition:  Gothic buildingin which there’s a lack of reflection
A dd.
"
19970,Sorceress wants women to tickle,ITCH,"Definition: tickle
[W]ITCH. You have to read ‘wants’ as ‘lacking’.
"
19971,Dress like a folk-tale wolf we’ve heard about,WEAR,"Definition: Dress
First up, I’m not sure WEAR and ‘dress’ are interchangeable in a verbal sense without the addition of a preposition to the latter; you could argue that they are synonymous as nouns. ‘We’ve heard about’ is a homophone indicator for WERE, as in WEREWOLF. Second up, I’m not convinced that the clue really works with ‘like a’ indicating only the first element of the word. The homophone is fine, though: dictionaries give both this pronunciation as well as the one which pronounces the first element the same as the north-east river which snakes round The Stadium of Light.
"
19972,Ultimately obsolete little contraction which we still use occasionally today,EEN,"Definition: Ultimately obsolete little contraction which we still use occasionally today
The final letters of the second, third and fourth words of the clue, and another cad. EEN is short for ‘evening’, and is most often heard in today’s theme, HALLOWEEN, which is derived from ALL HALLOWS’ EVE and was a reverse-engineered Christian creation from November 1st, ALL HALLOWS’ DAY, or ALL SAINTS’ DAY. Originally it was a pagan tradition, based on *Samhain*.
"
19973,They are often lit up outside pubs,SMOKERS,"Definition: They are often lit up outside pubs
A cd.
"
19974,Howl!’ — poem recited as a series of lines,BAR CODE,"Definition: series of lines
A homophone (‘recited’) of BARK ODE.
"
19975, Doctrine kids read endlessly,IDEA,"Definition:  Doctrine
[K]ID[S] [R]EA[D]
"
19976,Enrich soul performing a stage routine,CHORUS LINE,"Definition: stage routine
anagram of ENRICH SOUL; with ‘performing’ as the anagrind.
"
19977,Fly home with religious group?,INSECT,"Definition: Fly
A charade of IN and SECT.
"
19978,Common man takes on popular politician,MINISTER,"Definition: politician
An insertion of IN for ‘popular’ (‘flares are really in at the moment’) in MISTER. The insertion indicator is ‘takes on’.
"
19979,Risk of obesity is low apparently,FAT CHANCE,"Definition: Risk of obesitylow apparently
A cd cum dd.
"
19980,Process essential to commence expansion,MEANS,"Definition: Process
A charade of the central letters of comMEence expANSion.
"
19981,Conduct from addict injecting heroin,USHER,"Definition: Conduct
An insertion of H in USER.
"
19982," Sweet picture, perhaps added by discrete software module",APPLE TART,"Definition:  Sweet
A charade of APPLET and ART.
"
19983, Repay debt in full and move on,CLEAR OFF,"Definition:  Repay debt in fullmove on
A dd.
"
19984,Plant found in back parts of Thanet Castle,NETTLE,"Definition: Plant
[THA]NET [CAS]TLE
"
19985,Way to earn money spent moving bodies,LIVING DEAD,"Definition: moving bodies
A charade of LIVING and DEAD.
"
19986, Bias shown by some key economic world leaders,SKEW,"Definition:  Bias
The initial letters of the fourth, fifth, sixth and seventh words of the clue.
"
19987,Places to go that are wildly insular,URINALS,"Definition: Places to go
anagram of INSULAR;
"
19988,Most economical spring break,SPAREST,"Definition: Most economical
A charade of SPA and REST. As a superlative adjective, it obviously exists, but I can’t imagine ever using it.
"
19989,Superstar provides heavenly bread stuffed with delicious olive tips,MADONNA,"Definition: Superstar
An insertion of D and O for the initial letters of ‘delicious’ and ‘olive’ in MANNA.
"
19990," Jack, who doffs his cap in church space",KNAVE,"Definition:  Jack
I think this is a charade of K and NAVE, with the K coming from [JAC]K and the removal instruction being ‘doffs his cap’. I am happy to be corrected, because if it is this, I don’t think it’s a very clear or fair clue.
"
19991,Cheers after Charlie’s appearance in extravagant production by Italians,RICOTTA,"Definition: production by Italians
A charade of C inserted into RIOT and TA. The insertion indicator is ‘appearance in’.
"
19992,"Occasionally call out men, big old boys",ALUMNI,"Definition: old boys
The alternate letters of cAlL oUt MeN bIg.
"
19993,We sold cat spraying fluid produced when frightened,COLD SWEAT,"Definition: fluid produced when frightened
anagram of WE SOLD CAT; with ‘spraying’ as the anagrind.
"
19994,Waste long time in prison,DUNGEON,"Definition: prison
A charade of DUNG and EON.
"
19995,Come upon fatty spread — something I don’t fancy,NOT MY CUP OF TEA,"Definition: something I don’t fancy
anagram of COME UPON FATTY; with ‘spread’ as the anagrind.
"
19996,Burning everything around motorway,CREMATION,"Definition: Burning
An insertion of M in CREATION. The insertion indicator is ‘around’.
"
19997, Fighter disposing of both sides creates classic record,SOLDIER,"Definition:  Fighter
I’m afraid I have no idea how to parse this.
"
19998,Arranged denial without asking first,LINED UP,"Definition: Arranged
A reverse anagram. The setter is asking you to read ‘asking first’ as producing the letter A; then you need to remove that from ‘denial’ to give you DENIL; the next step is the reverse anagram, where LINED UP is a clue for DENIL. The surface reading anagrind is ‘arranged’, the reverse anagrind is UP, the removal indicator is ‘without’, and ‘arranged’ is doing double duty as one of the anagrinds and the definition. All very clever, but completely inappropriate for a puzzle intended for beginners and demonstrating a degree of thoughtlessness on the part of the setter and editor.
"
19999,Waves used to make other waves,ROLLERS,"Definition: Wavesused to make other waves
A dd. The second definition is to do with hairdressing.
"
20000,Try uplifting sign given by an enormous number,GOOGOL,"Definition: enormous number
A charade of GO and LOGO reversed. A GOOGOL is ten raised to the power of a hundred, which is certainly enormous.
"
20001,Took the test again after returning a shocker,TASER,"Definition: shocker
A reversal of RESAT.
"
20002, Onesie‘s bound to fit,JUMPSUIT,"Definition:  Onesie
A charade of JUMP and SUIT gives you the item of clothing.
"
20003,"Pub hosts fellow with ukulele, initially as a joke",IN FUN,"Definition: as a joke
An insertion of F and U for the initial letter of ‘ukulele’ in INN. The insertion indicator is ‘hosts’.
"
20004,Sad face reflected jealous heart inside,GLUM,"Definition: Sad
An insertion of L for the middle, or ‘heart’ of ‘jealous’ in MUG reversed. The insertion indicator is ‘inside’ and the reversal indicator is ‘reflected’.
"
20005,"Sailor’s fallen into the sea — not entirely sober, to be honest",ABOVE BOARD,"Definition: sober, to be honest
A charade of AB for ‘sailor’ and OVE[R]BOARD. Some might argue that the ‘not entirely’ doesn’t precisely define the removal of the R, but I personally am fine with it, particularly in light of the compelling surface reading.
"
20006,Democrat finally able to recognise tyrant,DESPOT,"Definition: tyrant
A charade of D, E for the final letter of ‘able’ and SPOT.
"
20007,Queen covered by favourite band is more than fair,PRETTIER,"Definition: more than fair
An insertion of R for Regina or ‘Queen’ in PET and TIER.
"
20008,Tiny amount of money for exercise area’s crazy,PEANUTS,"Definition: Tiny amount of money
A charade of PE, A and NUTS.
"
20009,Fooled by belt pinching Nike design,TAKEN IN,"Definition: Fooled
An insertion of anagram of NIKE; in TAN. The insertion indicator is ‘pinching’ and the anagrind is ‘design’.
"
20010,Suspicious at Iron Man going in with bad guy,ANTI,"Definition: bad guy
-HEROAn insertion of HE in anagram of AT IRON; with ‘suspicious’ as the anagrind.
"
20011,"Hurry, having let out large vehicle in front",BUSTLE,"Definition: Hurry
A charade of BUS and anagram of LET; with ‘out’ as the anagrind.
"
20012,Living with difficulties from dodgy repairs?,QUICK FIXES,"Definition: dodgy repairs
A charade of QUICK and FIXES. The first particle is perhaps best known from the phrase ‘the quick and the dead’, which is seen more than once in the Bible and has been used as the title of several films. Its use as ‘living’ is also seen in ‘quicksand’: the sand is moving, or ‘living’.
"
20013,Al Pacino’s beginning comeback with new project,PLAN,"Definition: project
A reversal of P for the initial letter of ‘Pacino’ and LA followed by N.
"
20014,Hatches plan to skip church expedition,HASTE,"Definition: expedition
anagram of HAT[CH]ES; The removal indicator is ‘to skip’ and the anagrind is ‘plan’.
"
20015,"Example of animated epic with humans chasing monsters, ultimately",SPECIMEN,"Definition: Example
A charade of S for the final letter of ‘monsters’, anagram of EPIC; and MEN. You have to read ‘chasing’ as ‘coming after’and the anagrind is ‘animated’.
"
20016,Sweet animals to look at,BULLS,"Definition: Sweet
-EYEA charade of BULLS and EYE.
"
20017,Mother’s knocked up top pancetta stuffing for meat,SPAM,"Definition: meat
An insertion of P for the first letter of ‘pancetta’ in MAS, all reversed. The insertion indicator is ‘stuffing’ and the reversal indicator is ‘knocked up’.
"
20018, State this country rejected Remain,KUWAIT,"Definition:  State
A charade of UK reversed and WAIT.
"
20019,Watch drinking: wine knocked back’s not easy to deal with,STROPPY,"Definition: not easy to deal with
An insertion of PORT reversed in SPY. The insertion indicator is ‘drinking’ and the reversal indicator is ‘knocked back’.
"
20020,Volume of whispers picked up,SIZE,"Definition: Volume
A homophone (‘picked up’) of SIGHS.
"
20021,Keep blocking selfies I deleted; it’s easy,EFFORTLESS,"Definition: easy
An insertion of FORT in anagram of SELF[I]ES; The insertion indicator is ‘blocking’; the removal indicator is ‘deleted’; but we are lacking an anagrind, aren’t we?
"
20022,False regret after relative’s guillotined,UNTRUE,"Definition: False
A charade of [A]UNT and RUE.
"
20023,Small change (1.50 approximately) son put in box with writing things,PENCIL CASE,"Definition: box with writing things
An insertion of I, L, CA and S in PENCE. The insertion indicator is ‘put in’.
"
20024,Upset about advanced age,ERA,"Definition: age
A charade of RE reversed and A.
"
20025,Extract from psychotherapist’s article,THE,"Definition: article
Hidden in psychoTHErapist.
"
20026,One condemned lad felt unlucky,ILL,"Definition: unlucky
-FATEDA charade of I and anagram of LAD FELT; with ‘condemned’ as the anagrind.
"
20027,"Live alongside former lover on island, splitting expenses",COEXIST,"Definition: Live alongside
An insertion of EX and I in COST with ‘splitting’ as the insertion indicator.
"
20028,End of equation should = 0,NOUGHT,"Definition: 0
A charade of N for the last letter of ‘equation’ and OUGHT.
"
20029,Hamper for when royalty’s aboard punt,BASKET,"Definition: Hamper
An insertion of AS and K for ‘king’ or ‘royalty’ in BET. The insertion indicator is ‘aboard’.
"
20030,Undercharge daughter for fuel,FEED,"Definition: fuel
You need to do a lift-and-separate’ procedure on ‘undercharge’ to get you ‘under charge’; then, because it’s a down clue, you need to put D under FEE.
"
20031,Relief after penny spent,PAID,"Definition: spent
A charade of P and AID.
"
20032,Your English bourbons lack our all round superiority,SNOBBERY,"Definition: superiority
A reversal of YR, E and B[OUR]BONS. The removal indicator is ‘lack’ and the reversal indicator is ‘all round’.
"
20033,"On ABBA’s tour, oddly, Bjorn’s first to imbibe",ABSORB,"Definition: imbibe
The odd letters of ABBAS tOuR and B for the initial letter of ‘Bjorn’.
"
20034,Fossil fuel finally found in most of the German state,RELIC,"Definition: Fossil
An insertion of L for the final letter of ‘fuel’ in REIC[H] The insertion indicator is ‘found in’ and the removal is indicated by ‘most of’. REICH is likely to be in most crossworders’ vocabulary because of references to the Third Reich.
"
