,Clue,Answer,Explanation
11435,Substitute Queen rested by entrance to zoo (6),ERSATZ,"ER (Elizabeth Regina, ""Queen"") + SAT=""rested"" + Z-oo"
11436,Leaders of gardeners’ and zoologists’ unions meet privately to seek a higher offer (6),GAZUMP,"definition: a seller agreeing to an offer (e.g. on a house) and then accepting or asking for a higher offer
 
leading letters from G-ardeners' A-nd Z-oologists' U-nions M-eet P-rivately"
11437,Little time for tea or coffee (5),MOCHA,"MO (moment, ""Little time"") + CHA=""tea"""
11438,Blue revolutionary left lodge (5),DWELL,"LEWD=""Blue"" as in 'blue movie' reversed/""revolutionary"" + L (left)"
11439,Goddess moves Mars: it blocks Earth (7),ARTEMIS,"anagram/'moves"" of (Mars it)*, around E (Earth)"
11440,"Provoked within view, caught by day (7)",INCITED,"'incite' is a homophone/""caught"" of 'in sight'=""within view"", plus D (day)"
11441,Warnings of broken nose when stealing money (5),OMENS,"anagram/""broken"" of (nose) around M (money)"
11442,Perhaps Bell and Edison‘s financial backers have change of heart (9),INVENTORS,"INVE-s-TORS=""financial backers"", switching the central/""heart"" letter from 's' to N"
11443,Physicist‘s hesitation with car following reality (bonnet’s missing) (10),RUTHERFORD,"ER=""hesitation"" + FORD=""car"", both following after t-RUTH=""reality"" minus the first letter/""bonnet"""
11444,Main reason corrupt Reagan’s deposed? (3),SEA,"anagram/""corrupt"" of (r-eas-on) minus letters 'Ron' as in Ronald Reagan"
11445,It might be slipped into real brew as one likes (12),DISCRETIONAL,"DISC=""It might be slipped"" as in a 'slipped disc' injury, plus anagram/""brew"" of (into real)*"
11446,"Drunk actress grabs thrilling hour entertaining male musical director (6,6)",CHORUS MASTER,"anagram/""Drunk"" of (actress)* around anagram/""thrilling"" of (hour)* and around M (male)"
11447,Article written in ancient Hebrew (3),THE,hidden in ancien-T HE-brew
11448,Workmates pass by 21 in Paris with fevers (10),COLLEAGUES,"COL=""pass"" + LE='the'/21ac in French/""in Paris"" + AGUES=""fevers"""
11449,A little over 51? That’s special powers (9),ABILITIES,"A BIT=""A little"", around LI=""51"" in Roman numerals, plus IE=i.e.=that is=""That's"", plus S (special)"
11450,God‘s in a blind rage (5),INDRA,hidden in bl-IND RA-ge
11451,"No good holding stew containing pea, say, one in a pod? (7)",DOLPHIN,"a group of dolphins is called a pod
 
anagram/""stew"" of (holdin-g)* minus the 'g' for ""good"", and around P=""pea, say"""
11452,Colour of two wines (4-3),ROSE-RED,rosé and red wines
11453,Moving down river current on ship (6),ABOARD,"AB-R-OAD=widespread=""current"", with the R for ""river"" moving down within the word"
11454,Top darts score? (6),TWENTY,20 is the number at the top of a darts board
11455,Setter’s second ghost theme? Elgar ultimately promises to be puzzling (10),MYSTERIOUS,"MY=""Setter's"" + S (second) + a ghost/outline of T-hem-E + ultimate letter of Elga-R + IOUS='I owe you-s'=""promises"""
11456,King takes tourist’s seat in sturdy boat (5),SKIFF,"S-t-IFF=""sturdy"", with K (King) replacing the seat/last letter of touris-T"
11457,I never travel by steamship around new city (9),INVERNESS,"anagram/""travel"" of (I never)* + SS (steam ship), and both around N (new)"
11458,Alleged murderer gets stick (4),CANE,"sounds like 'Cain', the biblical ""murderer"""
11459,Wandering south with many (8),THOUSAND,"anagram/""Wandering"" of (south)*, plus AND=""with"""
11460,Home improvements cover up little — and not in a good way (8),DISMALLY,"DIY=""Home improvements"" around SMALL=""little"""
11461,Family diagrams omit school science (10),KINEMATICS,"KIN=""Family"" plus sch-EMATICS=""diagrams"" minus SCH for ""school"""
11462,"Asian river snake bites diva in half, close to vein (9)",CAMBODIAN,"CAM=""river"", plus BOA=""snake"" around half of DI-va, plus the closing letter of vei-N"
11463,Polish guards caught old thieves lobbying leaders in country (8),SCOTLAND,"SAND=""Polish"" around leaders of C-aught O-ld T-hieves L-obbying"
11464,Spooner’s entire factory shouldn’t make a big deal from this? (8),MOLEHILL,"definition referring to the expression 'making a mountain out of a molehill'
 
Spoonerism of 'whole mill'=""entire factory"""
11465,Pioneer surrenders ring to one supplying capital (6),FUNDER,"F-o-UNDER=""Pioneer"" giving up O=""ring"""
11466,"Man, perhaps, is 50+? (6)",ISLAND,"definition referring to the Isle of Man
 
IS, plus L=""50"" in Roman numerals"", plus AND=""+"""
11467,Failure of Super League? Football fans to finally riot (5),LOSER,"anagram/""riot"" of (r e l s o)*, the final letters of Supe-R Leagu-E Footbal-L fan-S t-O"
11468,Strong man’s not ’ard (4),RICH,"RICH-ard=""man"" minus 'ard"
11469,"Standards judged to be sad, then sadder, so to speak? (8)",CRITERIA,"Definition: Standar
homophone/”to speak” of: ‘cry’=”to be sad” + ‘tearier’=”sadder” 
Or could be ‘cried’=”judged to be sad” with “Standards” as definition"
11470,"Cross-Channel trip reportedly says ‘up yours’ to those working the ferries! (5,6)",BOOZE CRUISE,"Definition: Cross-Channel trip
definition: a trip from the UK across the Channel to France to buy alcohol 
homophone/”reportedly” of ‘boos crews’=”says ‘up yours’ to those working the ferries”"
11471,"Miss trial, or slam into prison with Spooner? (4,4)",JUMP BAIL,"Definition: Miss trial
Spoonerism of ‘bump jail’=”slam into prison”"
11472,"Possible aim of epidural containing last of ethanol, solvent (2,3,5)",IN THE BLACK,"Definition: solvent
definition: not being in debt 
IN THE BACK=”Possible aim of epidural” around last of ethano-L"
11473,"Trekker’s blessing for start of route, or developing plans for diversion (4,4,3,7)",LIVE LONG AND PROSPER,"Definition: Trekker’s blessing
definition: a famous phrase from Star Trek 
anagram/”diversion” of (r or developing plans)*, with the first r coming from R-oute"
11474,"Secrecy ultimately maintained, is able to ’arbour killer (7)",CYANIDE,"Definition: killer
ultimate letter of secrec-Y, inside CAN ‘IDE=can hide=”is able to ‘arbour”"
11475,Bloke eating last of butter before cheese (7),GRUYÈRE,"Definition: cheese
GUY=”Bloke” around butte-R, plus ERE=”before”"
11476,"Pen witticism, funny phrase I love? (8)",APHORISE,"Definition: Pen witticism
anagram/”funny” of (phrase I O)*, with the O=”love”"
11477,Timber turned out beautifully (6),SPRUCE,"Definition: Timber
double definition: a type of tree/wood (noun), or smart/smartly dressed (adjective)"
11478,"Joiner in seat wearing garment, a certain style (5,4,3,5)",SHORT BACK AND SIDES,"Definition: a
definition: a type of haircut 
AND=a word used to join other words=”Joiner”, inside BACKSIDE=”seat”; all inside SHORTS=”garment”"
11479,"Cold, like a man on board? (8)",DRAUGHTY,"Definition: Cold
“man on board” could be DRAUGHT-Y, related to draughts, as a man can be a piece on a board for a game of draughts (checkers)"
11480,"Unfortunately, cheapest housing no good: significant progress required (4,6)",STEP CHANGE,"Definition: significant progress required
anagram/”Unfortunately” of (cheapest)*, around NG (no good)"
11481,"Old European kingdom, some feel it’s a country on the rise (7)",CASTILE,"Definition: Old European kingdom
hidden reversed in/”some… on the rise” of: fe-EL IT’S A C-ountry"
11482,"Newspaper, i did you say? (8)",OBSERVER,"Definition: Newspaper
“i did you say?” => ‘i’ sounds like ‘eye’, an OBSERVER"
11483,"Potter actor underwater? (4,6)",POOL PLAYER,"Definition: Potter
definition: a player of pool ‘pots’ balls into pockets 
PLAYER=”actor”, under POOL i.e. “underwater?”"
11484,"Source of inspiration, play a villain (6)",BEACON,"Definition: Source of inspiration
BE A CON=”play a villain”"
11485,"Idiot with new pay cut, work up and down (10)",NINCOMPOOP,"Definition: Idiot
N (new) + INCOM-e=”pay cut” + OP=”work” both reversed/”up” and not reversed/”down”"
11486,"Broadcaster I attack, one in African country (8)",DJIBOUTI,"Definition: African country
DJ=radio “Broadcaster” + I + BOUT=”attack” + I=”one”"
11487,"Hectic or excited, skip off (8)",RICOCHET,"Definition: skip off
anagram/”excited” of (Hectic or)*"
11488,"Was a kipper, when served up, inspiring English type of pizza? (4-3)",DEEP-PAN,"Definition:  type of pizza
NAPPED=”Was a kipper” reversed/”served up”, taking in/”inspiring” E (English)"
11489,Sentence like wordplay? (6),PUNISH,"Definition: Sentence
definition: as in a court sentence for a criminal 
PUN-ISH=”like wordplay?”"
11490,Bound to get journey underway? (6),STRIDE,"Definition: Bound
RIDE=”journey”, under ST (street) i.e. “under / way?”"
11491,Bird to smoke at home (6),PUFFIN,"Definition: Bird
PUFF=”smoke” + IN=”at home”"
11492,Crimes by receivers of stolen goods (8),OFFENCES,"Definition: Crimes
[Crimes] OF FENCES=[Crimes] “by receivers of stolen goods”"
11493,Couple that are not straight about male’s forbidden love (6),BIGAMY,"Definition: forbidden love
BI and GAY=”Couple that are not straight”, around M (male)"
11494,Characteristics describing Romeo meeting love rats (8),TRAITORS,"Definition: rats
TRAITS=”Characteristics” around R (Romeo) after O=”love”"
11495,"PC? Priti Patel’s flapping around getting interviewed, for example (4,10)",PAST PARTICIPLE,"Definition: interviewed, for example
*Tramp in the Guardian comments section has clarified that the correct version of the clue is:* 
*“**PC? Priti Patel’s flapping around when interviewed, for example”*
 
anagram/”flapping” of (PC Priti Patel)*, around AS=”when”"
11496,Made money on the radio (4),BRED,"Definition: Made
homophone/”on the radio” of ‘bread’=slang for “money”"
11497,Poke with end of sharp stick (4),PROD,"Definition: P
shar-P + ROD=”stick”"
11498,Top worker to call teacher (10),RINGMASTER,"Definition: Top worker
in definition, “Top” as in a circus tent 
RING=”call” + MASTER=”teacher”"
11499,Disintegration after treatment is confusing (14),DISORIENTATING,"Definition: confusing
anagram/”after treatment” of (Disintegration)*"
11500,What for Don Juan stops fights? Bunches of flowers (8),BOUQUETS,"Definition: Bunches of flowers
QUE=”What” in Spanish / “for Don Juan”, inside BOUTS=”fights”"
11501,Polish almost off new shoe (4-2),SLIP-ON,"Definition: s
anagram/”off” of (Polis-h)* without the h, plus N (new)"
11502,They hold Women’s Institute meeting with more senior people (8),WIELDERS,"Definition: They hold
WI (Women’s Institute) + ELDERS=”more senior people”"
11503,Regular shape in keeping very fit (6),ISOGON,"Definition: Regular shape
definition: a polygon with all angles equal e.g. a rectangle has all right angles 
IN, around SO=”very” + GO=”fit”"
11504,More than one local in front of Borstal during discharge (4),PUBS,"Definition: More than one local
B-orstal inside PUS=”discharge”"
11505,"Following green light turning, hit red light at the back (3,4)",FOG LAMP,"Definition: red light at the back
for definition: a car’s rear fog lights will be red 
F (Following) + GO=”green light” reversed/”turning” + LAMP=”hit”"
11506,Not able to go one mile to receive inspection for vehicle (8),IMMOTILE,"Definition: Not able to go
I=”one” + MILE around MOT=”inspection for vehicle”"
11507,"In favour of Europe, ultimately still time for planning (11)",FORETHOUGHT,"Definition: planning
FOR=”In favour of” + [Europ]-E + THOUGH=”still” + T (time)"
11508,Venice trips to see show (6),EVINCE,"Definition: show
anagram/”trips” of (Venice)*"
11509,Axe policeman for smuggling heroin (7),CHOPPER,"Definition: Axe
COPPER=”policemen” around H (heroin)"
11510,One hanging poster about product’s unmatched quality (9),SUSPENDER,"Definition: One hanging
SENDER [of a parcel in the post]=”poster”, around USP (Unique Selling Point, “product’s unmatched quality”)"
11511,"Actor tried playing king for role in theatre? (3,8)",ART DIRECTOR,"Definition: role in theatre?
anagram/”playing” of (Actor tried)*, plus R (Rex, “king”)"
11512,"Like top kisser? Charlie excited on one date, finally has fiddle (6,3)",CUPIDS BOW,"Definition: Like top kisser
definition: a double curve shape at the top of a person’s lips 
C (Charlie) + UP=”excited” + I=”one” + D (date) + final letter of ha-S + BOW=”fiddle”"
11513,Legendary figure to go brown: Greek character around lake getting sun (8),TANTALUS,"Definition: L
TAN=”go brown” + TAU=Greek letter/”character” around L (lake) + S (sun)"
11514,"Hide round bike sheds, primarily to smoke (7)",OBSCURE,"Definition: Hide
O=”round” + B-ike S-heds primarily + CURE=”to smoke”"
11515,"One holds guy, perhaps, after ten pints knocked back (4,3)",TENT PEG,"Definition: One holds guy
in definition, “guy” as in a rope securing a tent 
EG=e.g.=”perhaps”, after TEN plus PT (pints) reversed/”knocked back”"
11516,Crumbled in golf on series of holes (6),GROUND,"Definition: Crumbled
G (golf) + ROUND=”series of [golf] holes”"
11517,"Aware of boozer drinking round (2,2)",IN ON,"Definition: Aware of
INN=”boozer” around O=”round”"
11518,"Value for money, deer hunter’s rifle shot? (4,3,4,4)",BANG FOR ONE’S BUCK,"Definition: Value for money
BANG as a “rifle shot” when hunting a BUCK=”deer”"
11519,"A dogma, perhaps, surrounding a US state (7)",ALABAMA,"Definition: US state
A + LABMA around A 
LABMA given by splitting up “dog / ma” so LAB (labrador, “dog”) + MA"
11520,"Cause alarm, as I’ve done with Du Tompes? (3,3,3,5,3,7)",PUT THE CAT AMONG THE PIGEONS,"Definition: Cause alarm
‘dupe’=’pigeon’, someone who is the victim of a deception 
“Du Tompes” is ‘Tom’=CAT, put inside/among ‘Dupes’=PIGEONS
 
…I initially thought SET instead of PUT"
11521,"Finally, adult and a boy both playing part of first set (4,5)",BABY TOOTH,"Definition: part of first set
anagram/”playing” of (t a boy both)*, with the first ‘t’ coming from adul-T"
11522,"Brief flash in long cloud, measure dropping straight down (9)",PLUMB LINE,"Definition: measure dropping straight down
BLIN-g=”Brief flash” inside PLUME=”long cloud” 
bling=flash in the sense of ostentatious style
 
*edit – Joseph Keith Morgan, Sagittarius and others in comments have pointed out BLIN-k for “Brief flash”*"
11523,Drink way off (5),STOUT,"Definition: Drink
ST (street, “way”) + OUT=”off”"
11524,"Top president who’s become careless? (6,3)",SLOPPY JOE,"Definition: Top
definition: a sloppy joe is a type of sweater 
JOE [Biden]=”president”, SLOPPY=”careless”"
11525,Phone somewhere in 5 (6),MOBILE,"Definition: Phone
second definition: a city in ALABAMA=5ac"
11526,"My attempt done, mess needs sorting out (8,2)",GOODNESS ME,"Definition: My
definition: “My” as an interjection 
GO=”attempt” + anagram/”sorting out” of (done mess)*"
11527,"Hard to say what is unable to swim and fly? (7,4,3,4)",NEITHER FISH NOR FOWL,"Definition: Hard to say
neither fish (able to swim) nor fowl (able to fly)"
11528,"Source of mighty growth around university, a Spanish city (1,6)",A CORUÑA,"Definition: Spanish city
ACORN=”Source of mighty growth” around U (university) + A"
11529,Sweetheart wearing golden jacket (5),GILET,"Definition: jacket
“Sweetheart” split to give ‘heart’/centre of sw-E-et, inside GILT=”golden”"
11530,"Busy working but drinking, say (2,3,2)",ON THE GO,"Definition: Busy
ON=”working” + THO=tho’=though=”but”, around/”drinking” EG=e.g.=”say”"
11531,"Idle hands grabbing old tie, lazily (6)",LOITER,"Definition: Idle
definition: “Idle” as a verb 
L and R (left and right, “hands”), around O (old) plus anagram/”lazily” of (tie)*"
11532,"Worker on call in remarkably gutless corporation (4,5)",BEER BELLY,"Definition: corporation
definition: “corporation” meaning a large belly 
BEE=”Worker”, on BELL=”call” inside R-emarkabl-Y “gutless” without its inside letters"
11533,"Note about first of Colts, a shooter (7)",MINICAM,"Definition: shooter
MINIM=musical “Note” around C-olts + A"
11534,Elderly student spoiling gigolos rotten (13),GERONTOLOGIST,"Definition: Elderly student
anagram/”spoiling” of (gigolos rotten)*"
11535,"America and African dictator brought into play after revolution, certainly! (3,4,2)",YOU SAID IT,"Definition: certainly!
USA=”America” + IDI [Amin]=”African dictator”, inside TOY=”play” reversed/”after revolution”"
11536,"Flower that’s gold held up by kid (3,4)",TEA ROSE,"Definition: Flower
OR=”gold” reversed/”up” inside TEASE=”kid”"
11537,Italian tourist destination in Colosseum ultimately saved by the last John Paul? (7),POMPEII,"Definition: I
[Colosseu]-M inside POPE [John Paul] II"
11538,Wheels covering first of rough terrain in US city (7),ORLANDO,"Definition: US city
OO=two circles=”Wheels” around R-ough + LAND=”terrain”"
11539,Stick gas in middle (6),COHERE,"Definition: Stick
HE (Helium, “gas”) inside CORE=”middle”"
11540,Expression of postprandial satisfaction for Shakespearean character (5),BELCH,"Definition: Expression of postprandial satisfaction
“postprandial” means after a meal 
Sir Toby BELCH is in Twelfth Night"
11541,Reason to restrict availability of alcohol (9),RATIONALE,"Definition: Reason
RATION=""restrict availability"" + ALE=""alcohol"""
11542,Busy pub talk is essentially quite ordinary (5),USUAL,"Definition: ordinary
the 'essential' or central letters of b-US-y p-U-b t-AL-k"
11543,Quiet one moving east carrying a signal (7),SALIENT,"Definition: signal
definition: ""signal"" meaning 'notable'
 
SILENT=""Quiet"" with the I=""one"" moving one space to the right/""east"", around A"
11544,Case is plain with ivory top inlaid (7),PATIENT,"Definition: Case
definition: PATIENT as in a medical case
 
PATENT=obvious=""plain"" around the top letter of I-vory"
11545,"Note skin damage — it’s huge, man! (5)",TITAN,"Definition: huge, man
TI=musical ""Note"" + TAN=""skin damage"""
11546,"Initial deal that comes through personal experience (5,4)",FIRST HAND,"Definition: that comes 
FIRST=""Initial"" + DEAL=""hand"" of playing cards"
11547,"The cool cat a poet made up is absolutely useless (9,6)",CHOCOLATE TEAPOT,"Definition: is absolutely useless
anagram/""made up"" of (The cool cat a poet)*"
11548,Club rates redesigned so they are easy to understand (9),SCRUTABLE,"Definition: easy to understand
anagram/""redesigned"" of (Club rates)*"
11549,I leave country hotel to find wine (5),SYRAH,"Definition: wine
SYR-i-A=""country"" with the 'i' leaving, plus H (hotel)"
11550,A municipality confiscating papers causes bitterness (7),ACIDITY,"Definition: bitterness
A + CITY=""municipality"", around ID=identification ""papers"""
11551,Ulster artist holding lead is just bliss (7),NIRVANA,"Definition: bliss
NI (Northern Ireland, Ulster) + RA (Royal Academician, ""artist""), around VAN=vanguard=""lead'"
11552,Tolerate a new wife moving right out (5),ABIDE,"Definition: Tolerate
A + B-r-IDE=""new wife"" with the R (right) moving out"
11553,"First officer who looks after himself, primarily? (6,3)",NUMBER ONE,"Definition: F
triple definition
 
first definition: e.g. a first officer in the Royal Navy
 
second definition referring to phrase 'looking after number one'
 
third definition: when listing things in order e.g. 'number one… [number two…]'"
11554,"The facts are these: freewheeling stars will break apart defence (5,5)",BRASS TACKS,"Definition: The facts
anagram/""freewheeling"" of (stars)* inside BACKS=as opposed to 'forwards' in e.g. rugby=""defence"""
11555,Weapon some strap to their feet (8),STILETTO,"Definition: Weapon
double definition: a dagger, or a shoe with a high heel"
11556,"Get moving to improve method of seduction (4,2)",COME ON,"Definition: Get moving
triple definition"
11557,Direction provided by leaders of Europe at summit talks (4),EAST,"Definition: Direction
leading letters of E-urope A-t S-ummit T-alks"
11558,"It preserves well-concealed architectural feature, they say (4,6)",DEEP FREEZE,"Definition: It preserves
DEEP=""well-concealed"" + homophone/""they say"" of 'frieze'=""architectural feature"""
11559,It is part of nuanced way to explain foreign film (8),SUBTITLE,"Definition: way to explain foreign film
IT inside SUBTLE=""nuanced"""
11560,Drake rueful for holding up announcement of discovery (6),EUREKA,"Definition: announcement of discovery
hidden reversed/'held up' inside dr-AKE RUE-ful"
11561,Fool horse with backwards look (4),CLOT,"Definition: Fool
COLT=""horse"", reversing the middle letters to give LO=""look"""
11562,Theatrical fellow houses son in apartment (10),FLAMBOYANT,"Definition: Theatrical
MAN=""fellow"" around BOY=""son"", both inside FLAT=""apartment"""
11563,Girl who can cast spells? Spooner says it’s dull (10),DITCHWATER,"Definition: it’s dull
Spoonerism of WITCH DAUGHTER=""Girl who can cast spells"""
11564,One is unlikely to be successful changing our diets (8),OUTSIDER,"Definition: One is unlikely to be successful
definition: in gambling, a contestant with an 'outside chance' i.e. not one of the favourites to succeed
 
anagram/""changing"" of (our diets)*"
11565,Ring round after entrance to find where you can go (8),PORTALOO,"Definition: where you can go
O=""Ring"" + O=""round"", after PORTAL=""entrance"""
11566,"Check on home twice (4,2)",REININ,"Definition: Check
RE=about=""on"" + IN IN=""home"" twice"
11567,Sweet shop robbed as regulars left on time (6),SORBET,"Definition: Sweet
regular letters from S-h-O-p R-o-B-b-E-d, plus T (time)"
11568,Act slowly and prevaricate; initially not what this demanded (4),ASAP,"Definition: not what this demanded
initials of A-ct S-lowly A-nd P-revaricate"
11569,Nobody in Rome raised warning (4),NEMO,"Definition: Nobody in Rome
definition: Latin for 'nobody'
 
OMEN=""warning"" reversed/""raised"""
11570,"In effect, leads from Tristan and Isolde very emotional after a Wagner piece? (9)",OPERATIVE,"Definition: In effect
definition: “in effect” in the sense of ‘up and running’ 
leading letters from T-ristan and I-solde V-ery E-motional, after OPERA=”a Wagner piece”
 
*Tristan and Isolde* is a Wagner opera"
11571,Mock exam occasionally set that’s tricky (5),TEASE,"Definition: Mock
anagram/”that’s tricky” of (e-a- set)*, where e-a- are occasional letters from “exam”"
11572,Back to university following common cold (5),PARKY,"Definition: c
universit-Y after PARK=”common”=as in land open for public use"
11573,"Shows testicles at the front: small trunks (3,6)",TEA CHESTS,"Definition: trunks
TEACHES=”Shows” + T-esticles + S (small)"
11574,Exercise to become hard when tender at one time (7),PESETAS,"Definition: tender at one time
definition: Spanish currency (legal “tender”) at one time, before the introduction of the Euro 
PE (Physical Education, “Exercise”) + SET=”become hard” + AS=”when”"
11575,Race around motorway? This might catch it (7),DASHCAM,"Definition: This might catch it 
DASH=”Race” + CA (circa, “around”) + M (motorway)"
11576,About to tackle husband wearing the eau de Cologne? (5),RHINE,"Definition: eau de Cologne?
definition: the Rhine river flows through Cologne in Germany 
RE (About), around: H (husband) + IN (wearing)"
11577,Bits in random access for computer (3),MAC,"Definition: computer
hidden in rando-M AC-cess"
11578,Drugs running in both directions cross county (5),ESSEX,"Definition: county
e’s=plural of e (ecstasy)=”Drugs”, “in both directions” so ES-SE, plus X=”cross”"
11579,English public school’s opening grounds (7),ESTATES,"Definition: grounds
E (English) + STATE=”public” + S-chool"
11580,Mostly shout loudly to get hotel page? This one? (7),BELLHOP,"Definition: T
BELLO-w=”Mostly shout loudly” around H (hotel), plus P (page)"
11581,Cleared out jumble sale held by strange number from church (9),JERUSALEM,"Definition: number from church
definition: the hymn with words by William Blake “And did those feet in ancient time…” 
J-umbl-E cleared out of its inside letters, plus SALE held inside RUM=”strange”"
11582,I do start to see figures (5),ICONS,"Definition: figures
I + CON=cheat, deceive=”do” + S-ee"
11583,Conservative with shock lead (5),CHAIR,"Definition: lead
C (Conservative) + HAIR=”shock”"
11584,Ignore ads: terribly pompous (9),GRANDIOSE,"Definition: pompou
anagram/”terribly” of (Ignore ads)*"
11585,Washer might go through this hole in drain (4),SOAP,"Definition: Washe
O=”hole” inside SAP=”drain”"
11586,Tries to take in tailor’s top suit (6),HEARTS,"Definition: suit
definition: a suit in playing cards 
HEARS [in court]=”Tries” around T-ailor"
11587,"Relaxed cryptic setter in a state of financial security? (4,6)",EASY STREET,"Definition: s
EASY=”Relaxed”, plus anagram/”cryptic” of (setter)*"
11588,Runs down slope: is step ungainly? (6),PISTES,"Definition: Runs down slope
anagram/”ungainly” of (is step)*"
11589,That woman at supermarket has Covid; initially family shields like this (8),HERALDIC,"Definition: family shields like this
HER=”That woman” + ALDI=”supermarket” + C-ovid"
11590,Chase hard with the rest in front (4),ETCH,"Definition: Chase
definition: “chase” can mean to engrave metal 
H (hard) with ETC=”the rest” in front"
11591,Republican one fires rifles (8),RANSACKS,"Definition: rifles
R (Republican) + AN=”one” + SACKS=”fires”"
11592,Studies points following detective’s case (4),DENS,"Definition: Studies
definition: ‘study’ as in a room 
N (North and South, compass “points”) after D-etectiv-E"
11593,"Prince, idiot to break down (5)",PARSE,"Definition: break down
P (Prince) + ARSE=”idiot”"
11594,Time to dump date: kiss at the back for thrills (10),SPELLBINDS,"Definition: thrills
SPELL=”Time” + BIN=”dump” + D (date) + kis-S"
11595,Military Intelligence wrong over mistake (3-2),MIX-UP,"Definition: mistake
MI (Military Intelligence) + X=cross marking a “wrong” answer + UP=at an end=”over”"
11596,Break hip: travel for replacement (8),INTERVAL,"Definition: Break
IN=fashionable=”hip” + anagram/”replacement” of (travel)*"
11597,Put out a smiling shot (8),MISALIGN,"Definition: Put out
anagram/”shot” of (a smiling)*"
11598,Tramp having appropriate hippy place to put money? (6),BUMBAG,"Definition: hippy place to put money
BUM=”Tramp” + BAG as a verb=take for oneself=”appropriate”"
11599,Curse as Home Office loves to host party? (6),HOODOO,"Definition: Curse
HO (Home Office) + O O=”loves” around DO=”party”"
11600,Sailor‘s flag at sea (4),JACK,"Definition: Sailor
double definition"
11601,Wrap samosa: rice stuffing (4),SARI,"Definition: Wrap
hidden in samo-SA RI-ce"
11602,"Great, no parking! One will charge (4)",SUER,"Definition: One will charge 
SU-p-ER=”Great” without p (parking)"
11603,Bowler’s appeal: first wicket! (I’ve forgotten the name) (7),WHATSIT,"Definition: I’ve forgotten the name
HAT'S=""Bowler's"" + IT=[sex] ""appeal""; with W (wicket) first"
11604,"Balance for one second on large animal (3,4)",SEA LEGS,"Definition: Balance
EG=e.g.=""for one"" + S (second); after SEAL=""large animal"""
11605,Head of state‘s love a Shakes­pearean queen rejected (5),OBAMA,"Definition: H
O=""love"", plus A + MAB=""Shakespearean queen"" of the fairies both reversed/""rejected"""
11606,Clerk‘s enclosure to woman covering matter (3-6),PEN-PUSHER,"Definition: Clerk
PEN=""enclosure"" HER=""woman"" after PUS=""matter"""
11607,Daring Nazis are after fortune hidden in tree (10),PLUCKINESS,"Definition: Daring
definition: ""Daring"" as a noun
 
SS=""Nazis"", after LUCK=""fortune"" inside PINE=""tree"""
11608,"As country-lover, Pat protects this small group (4)",TRIO,"Definition: small group
""Pat"" goes around TRIO to make 'pa-TRIO-t'=""country-lover"""
11609,"Pirate, 90, suffering a long time in here? (12)",PENITENTIARY,"Definition: long time in here?
anagram/""suffering"" of (Pirate ninety)*"
11610,Fascinated by second hand (12),PREPOSSESSED,"Definition: Fascinated
pre-possessed could also mean ""second hand"""
11611,Two US states that share a capital (4),RIGA,"Definition: capital
RI + GA=Rhode Island and Georgia=""Two US states"""
11612,"Woman’s convenience, or inconvenience (10)",DISCOMMODE,"Definition: inconvenience
DI'S as in Diana's=""Woman's"" + COMMODE=toilet=""convenience"""
11613,Love to break quickly into a modern industry (9),AEROSPACE,"Definition: a modern industry
EROS=""Love"" inside APACE=""quickly"""
11614,"A good idea’s occurred to me — say yes? No! (1,4)",I KNOW,"Definition: A good idea’s occurred to me
homophone/""say"" of 'aye? No!'"
11615,At hotel wonder about vital delivery tracking system (4-3),HAWK-EYE,"Definition: delivery tracking system
definition: Hawk-Eye is used to track cricket deliveries
 
H (Hotel) + AWE=""wonder"" around KEY=""vital"""
11616,Rescheduled November replay that all can attend (7),PLENARY,"Definition: all can attend
anagram/""Rescheduled"" of (N replay)* – 'November' is used as N in the NATO alphabet"
11617,Shouts of triumph? I made a mistake (6),WHOOPS,"Definition: Shouts of triumph
double definition"
11618,A master of wine avoiding church counter (6),ABACUS,"Definition: counter
A + BAC-CH-US=Roman god of wine=""master of wine"" minus CH (church)"
11619,Explorer‘s hut revealed a secret (10),SHACKLETON,"Definition: Explorer
SHACK=""hut"" + LET ON=""revealed a secret"""
11620,Gimme short recording (3-2),TAP-IN,"Definition: Gimme
definition: an easy opportunity e.g. for a goal in football
 
TAPIN-g=""recording"" cut short"
11621,Some birds go with empty robins’ nests for a change (9),SONGSTERS,"Definition: Some birds
anagram/""change"" of (go RS nests)*, where 'RS' is R-obin-S emptied out"
11622,Lily heading off from old rotten borough (4),ARUM,"Definition: Lily
s-ARUM with head letter taken off"
11623,Heavenly round these parts and others (8),ETHEREAL,"Definition: Heavenly
HERE=""these parts"", with ET AL=""and others"" going ""round"""
11624,"Nods, X-ray turning out a gem (8)",SARDONYX,"Definition: gem
anagram/""turning out"" of (Nods X-ray)*"
11625,Speed up meal cooked and eaten by Aussie (10),STREAMLINE,"Definition: Speed up
anagram/""cooked"" of (meal)* inside STRINE=""Aussie"" or Australian English"
11626,Promote development of giant site (9),INSTIGATE,"Definition: Promote
anagram/""development"" of (giant site)*"
11627,Apply to a prince for a chaplain (8),APPROACH,"Definition: Apply to
A + P (prince) + PRO=""for"" + A + CH (chaplain)"
11628,The way to hold garden tool to deal with this? (8),HEDGEROW,"Definition: t
HOW=""The way"" holding EDGER=""garden tool [to deal with a hedgerow]"""
