,Clue,Answer,Explanation
17376,"Climax during drink! What did you say? (5,2)",SPEAK UP,"Definition: What did you say?
**PEAK** (“climax”) *during* **SUP** (“drink”)"
17377,"Having sustained success, Ronaldo left for Germany, surprisingly (2,1,4)",ON A ROLL,"Definition: Having sustained success
***(ronallo) **[anag:*surprisingly*] where RONALLO is RONALDO with L (left) *for* (instead of) D (international vehicle code for “Germany”)"
17378,Diamonds I repeatedly show a Spaniard (5),DIEGO,"Definition: a Spaniard
**D** (diamonds) +** I **+ **EGO** (“I”) [*repeatedly*]"
17379,"Before leaving north, live where the best players are (1-4)",A-TEAM,"Definition: where the best players are
**A**(n)**TE** (“before” with N (north) *leaving*) + **AM** (“live”)"
17380,Doctor not a feminist holding a sign (13),MANIFESTATION,"Definition: sign

***(not a feminist)** [anag:*doctor*] *holding*** A**"
17381,"Flowers, first class, in Greek countryside (7)",GARLAND,"Definition: Flowers

**A **(""first class"") *in* **Gr.** (greek) + **LAND** (""countryside"")"
17382,Magistrate on the rocks? (7),JUSTICE,"Definition: Magistrate

A drink with **JUST ICE** in it could be described as ""on the rocks"""
17383,I provide drugs for model (5),IDEAL,"Definition: model

**I** + **DEAL** (""provide drugs"")"
17384,"What you might take if crook in Wagga-Wagga? (4,5)",SICK LEAVE,"Definition: What you might take if crook in Wagga-Wagga?

In Wagga-Wagga, as in the rest of Australia, ""crook"" means ill."
17385,"Indicate support (5,3)",STAND FOR,"Definition: Indicate

Double definition"
17386,Still visiting Taipei fleshpots in retirement? (6),SELFIE,"Definition: Still

Hidden backwards [*visiting…in retirement*] in ""taip**EI FLES**hpots"""
17387,"Chic girl, an inhabitant of Jaipur? (6)",INDIAN,"Definition: inhabitant of Jaipur?

**IN** (""chic"") + **DI** (""girl""'s name) + **AN**"
17388,Pearls can be so sophisticated! (8),CULTURED,"Definition: Pearls can be so

Double definition"
17389,Sally ignoring large group of yokels (9),PEASANTRY,"Definition: group of yokels

**P**(l)**EASANTRY** (""sally"", *ignoring* L (large))"
17390,"End of Boris, facing right-wing plot? (5)",STORY,"Definition: plot

[*end of*] (Bori)**S**, *facing* **TORY** (""right-wing"")"
17391,Case history of bum I imprisoned (7),DOSSIER,"Definition: Case

**DOSSER** (""bum"") with** I **[*imprisoned*]"
17392,"Trendy bishop booted out of seaside town (5,2)",RIGHT ON,"Definition: Trendy

B (bishop) *booted out of* (b)**RIGHTON** (""seaside town"")"
17393,Loss of copper’s looks (13),DISAPPEARANCE,"Definition: Loss

**DI's** (Detective Inspector's, so ""copper's"") + **APPEARANCE** (""looks"")"
17394,Idiot having more than one drink? That’s me (7),MUGGINS,"Definition: me

**MUG** (""idiot"" ) *having* **GINS** (""more than one drink"")"
17395,Childminder’s uni dreams shattered (9),NURSEMAID,"Definition: Childminder

***(uni dreams**) [anag:*shattered*]"
17396,Feeble female storyteller keeling over (5),FRAIL,"Definition: Feeble

**F** (female) + **<=LIAR** (""storyteller"", *keeling over*)"
17397,Old Swedish novel providing a distraction (8),SIDESHOW,"Definition: a distraction

***(o Swedish)** [anag:*novel*] where O = old"
17398,Hopeless protest after change of leader (6),ABJECT,"Definition: Hopeless

(o>**A**)**BJECT** (""protest"") [*after change of leader*]"
17399,Rude about Victor being broke (9),INSOLVENT,"Definition: broke

**INSOLENT** (""rude"") *about* **V** (Victor, in the NATO phonetic alphabet)"
17400,New song about capital of Nigeria (5),NAIRA,"Definition: capital of Nigeria

**N** (new) + **<=ARIA** (""song"", about).
 
*Naira is the Nigerian currency, so ""capital of Nigeria""*"
17401,"Fall back, about to surrender (6)",RECEDE,"Definition: Fall back

**RE** (""about"") + **CEDE** (""to surrender"")"
17402,"Carts maid off, creating a scene (9)",DRAMATICS,"Definition: a scene

***(carts maid)** [anag:*off*]"
17403,Lost a number reportedly obtained in LA (9),FORGOTTEN,"Definition: Lost

Homophone [*reportedly*] of **FOUR** (""a number"") + **GOTTEN** (""obtained"" – past tense of ""get"" in the US, hence ""in LA"")"
17404,"Perk for those on board, having nothing on? (4-4)",DUTY FREE,"Definition: Perk for those on board

If you're free of duties, you could be described as ""having nothing on"" (i.e. having nothing to do)"
17405,Troublemaker Eddie occasionally seen in bar (6),IMPEDE,"Definition: bar

**IMP** (""troublemaker"") + **E**(d)**D**(i)**E** [*occasionally seen*]"
17406,"Senior female robbed, money grabbed (7)",DOYENNE,"Definition: Senior female

**YEN** (""money"") *grabbed* by **DONE** (""robbed"")"
17407,"Cause pedant to withdraw, giving tail a twist (4,2)",STIR UP,"Definition: Cause

**<=PURI**(st>**TS)** (""pedant"") [*to withdraw*, i.e. backwards] and with it's *tail* (last two letters) *twisted*"
17408,New Yorker’s behind publicity for the president (5),ASSAD,"Definition: president

**ASS** (""New Yorker's behind"") + **AD** (""publicity"")
 
*Refers to Basha al-Assad, the president of Syria.*"
17409,A sweetener for someone who might hire you? (5),SUGAR,"Definition: A sweetener

(Sir Alan) **SUGAR** is the boss in the UK version of TV's *The Apprentice*, who is actually more likely to fire you than to ""hire you""."
17410,"Way of meeting online, mostly new — once divorcee goes out to bag fellow (15)",VIDEOCONFERENCE,"Definition: Way of meeting online

***(ne once divorcee)** [anag:*goes out*] where NE is [*mostly*] NE(w), *to bag* **F** (fellow)"
17411,Second half of Kama Sutra covers ground that’s hot! (7),SUMATRA,"Definition: ground that’s hot!

**SUTRA** *covers* [*second half of*] (ka)**MA**"
17412,"Slipped disc, finally sent up on last pair of crutches (7)",ESCAPED,"Definition: Slipped

(dis)**C** [*finally*] + **APED** (""sent up"") *on* [*last part of*] (crutch)**ES**"
17413,Ladder with its step shortened (3),RUN,"Definition: Ladder

**RUN**(g) (""it's step"", *shortened*)"
17414,"Might one break clay when firing? Or has potter messed up? (4,7)",TRAP SHOOTER,"Definition: Might one break clay when firing

***(or has potter)** [anag:*messed up*]
 
*Trap shooters aim to hit discs made of clay.*"
17415,One planning romantic breaks with American husband (10),MACHINATOR,"Definition: One planning

***(romantic a h)** [anag:*breaks*] where A = American and H = husband"
17416,Pulls in stomach muscles following end of liposuction (4),NABS,"Definition: Pulls in

**ABS** (""stomach muscles"") *following* [*end of*] (liposuctio)**N**"
17417,Second note put in score is wrong (10),SUPERTONIC,"Definition: Second note

***(put in score**) [anag:*is wrong*]
 
*The second degree of the diatonic scale (according to Chambers – I never studied music)*"
17418,"Vegetable is raw, needing seasoning (5,6)",GREEN PEPPER,"Definition: Vegetable

**GREEN** (""raw"") + **PEPPER** (""seasoning"")"
17419,Hang back to talk (3),GAS,"Definition: to talk

**<=SAG** (""hang"", *back*)"
17420,Desire to be wealthy? Caviare is served (7),AVARICE,"Definition: Desire to be wealthy?

***(caviare)** [anag:*is served*]"
17421,"Character who discovered Treasure Island after a large cut, we hear (3,4)",ALI BABA,"Definition: Character who discovered Treasure

**I** (island) *after* **A** + **L** (large) + homophone [*we hear*] of **BARBER** (""cut"")"
17422,"Food from scattered seeds: crop that might be corny? (9,6)",PROCESSED CHEESE,"Definition: Food

***(seeds crop)** [anag:*scattered*] + **CHEESE** (""that might be corny"" as in a cheesy joke)"
17423,My servant works for church committee member (9),VESTRYMAN,"Definition: church committee member

***(my servant)** [anag:*works*]"
17424,"Tory MP virtually led into taxi following party (7,4)",DOMINIC RAAB,"Definition: Tory MP

[*virtually*, i.e. almost] **RA**(n) (""led"") *into* **MINICAB** (""taxi"") *following* **DO** (""party"")"
17425,Top revealed belt (8),OUTSTRIP,"Definition: Top

**OUT** (""revealed"") + **STRIP** (""belt"")"
17426,Sailor also called port in Japan (5),OSAKA,"Definition: port in Japan

**OS** (Ordinary Seaman, so ""sailor"") + **AKA** (also known as, or ""also called"")"
17427,"Releases colour, like a peach? (9)",FREESTONE,"Definition: like a peach?

**FREES** (""releases"") + **TONE** (""colour"")"
17428,Think tank ultimately concerned with Conservative squeezing (6),RECKON,"Definition: Think

**RE **(""concerned with"") + **CON** (Conservative) *squeezing* (tan)**K** [*ultimately*]"
17429,Flipping rubbish hotel that mostly is solvent (7),NAPHTHA,"Definition: solvent

[*flipping*] **<=PAN** (""rubbish"" as in to criticise) + **H** (hotel) + **THA**(t) [*mostly*]"
17430,Billed one with some ingredients rising (5),EIDER,"Definition: Billed one

Hidden backwards [*some…rising*] in ""ing**REDIE**nts"""
17431,A lovely head showing wisdom (9),ACUTENESS,"Definition: wisdom

**A** + **CUTE** (""lovely"") + **NESS** (""head"")"
17432,Second leg: in the dressing rooms? (9),BACKSTAGE,"Definition: in the dressing rooms?

**BACK** (""second"") + **STAGE** (""leg"")"
17433,Creature mainly living from fir nuts collected by squirrel (8),STARFISH,"Definition: Creature mainly living

***(fir**) [anag:*nuts*] *collected b*y **STASH** (""squirrel"")
 
*The ""mainly"" in the definition refers to the main, i.e. the sea.*"
17434,"Stingy thing following sale, shelled out at the start: it might be in stock … (7)",BEEFALO,"Definition: it might be in stock

**BEE** (""stingy thing"") + **F** (following) + (s)**AL**(e) [*shelled*] + **O**(ut) [*at the start*]"
17435,… it reminds you to buy new silver product (7),NAGWARE,"Definition: … it reminds you to buy

**N** (new) + **Ag** (chemical symbol for ""silver"") + **WARE** (""product"")
 
*Nagware is computer software that is free for a while, but frequently reminds the user to pay for its continued use.*"
17436,Private home page (6),INSIDE,"Definition: Private

**IN **(""home"") + **SIDE** (""page"")"
17437,Understanding of golf pars when going round (5),GRASP,"Definition: Understanding

**G** (golf, in the NATO phonetic alphabet) + ***(pars)** [anag:*going round*]"
17438,Tartan Army’s leader wearing top to support Portugal (5),PLAID,"Definition: Tartan

**A**(rmy) [*'s leader*] *wearing*** LID** *to support* **P** (Portugal)"
17439,Do up catches around edges of fascia at the front (6),FASTEN,"Definition: Do up

**<=NETS** (""catches"" *around*) with [*edges o*f] F(asci)A [*at the front*]"
17440,Pretty down after former bridge partner’s killed (8),EXECUTED,"Definition: killed

**CUTE** (""pretty"") + **D** (down) *after* **EX** (""former"") + **E** (East, so ""bridge partner"")"
17441,Permit to catch urchin and sea snail (6),LIMPET,"Definition: sea snail

**LET** (""permit"") *to catch ***IMP** (""urchin"")"
17442,"Mother and I, eating at home, take on a large dinner (4,4)",MAIN MEAL,"Definition: dinner

**MA** (""mother"") *and* **ME** (""I"") *eating* **IN** (""at home"") *take on*** A** +** L** (large)"
17443,Fiancé gets back tax taken care of (8),INTENDED,"Definition: Fiancé

[*back*] **<=NI** (National Insurance, a form of ""tax"") + **TENDED** (""taken care of"")"
17444,Hard trailing strike on City that’s electronically sophisticated (2-4),HI-TECH,"Definition: electronically sophisticated

**H** (hard) *trailing* **HIT** (""strike"") *on* **EC** (postcode for ""City"" of London)"
17445,Clam bakes do contain some meat (4),LAMB,"Definition: some meat

Hidden in [*do contain*] ""c**LAM B**akes"""
17446,"Perhaps Leo is dozing, miserably nursing a cold (6,4)",ZODIAC SIGN,"Definition: Perhaps Leo

***(is dozing)** [anag:*miserably*] *nursing* **A** + **C** (cold)"
17447,Fraud detective embarrassed over shambolic notes (10),DISHONESTY,"Definition: Fraud

**DI** (Detective (inspector)) + **SHY** (""embarrassed"") *over*** *(notes) **[anag:*shambolic*)"
17448,Friendly women’s section (4),WARM,"Definition: Friendly

**W** (women) + **ARM** (""section"")"
17449,Sample of classic liqueur for exclusive little group (6),CLIQUE,"Definition: exclusive little group

Hidden in [*sample of*] ""classi**C LIQUE**ur"""
17450,Borderline F’s concerning in reading level (8),FRONTIER,"Definition: Borderline

**F** + **ON** (""concerning"") *in* **R** (reading, one of the three Rs) + **TIER** (""level"")"
17451,Stimulated a wide advanced knowledge with education (8),AWAKENED,"Definition: Stimulated

**A** + **W** (wide) + **A** (advanced) + **KEN** (""knowledge"") + **ED** (education)"
17452,Throw away bag for ordinary double knit needle (6),BODKIN,"Definition: needle

**BIN** (""throw away"") *bag for* **O **(ordinary) + **DK** (double knit(ting))"
17453,Help centre with distribution of notice for poll (8),ELECTION,"Definition: poll

(h)**EL**(p) [*centre*] *with* ***(notice) **[anag:*distribution of*]"
17454,More discovered about extra-terrestrial rock (6),METEOR,"Definition: rock

***(more)** [anag:*discovered*] *about* **ET** (extra-terrestrial)"
17455,"Go down with something bad following trip (4,3)",FALL ILL,"Definition: Go down

**ILL** (""something bad"") *following* **FALL** (""trip"")"
17456,Very satisfied with half knocked back now and then (9),SOMETIMES,"Definition: now and then

**SO** (""very"") + **MET** (""satisfied"") with **<=SEMI** (""half"", *knocked back*)"
17457,Observing energies Yankee invested in golf (6),EYEING,"Definition: Observing

**E** + **E** (energies) with Y (Yankee, in the NATO phonetic alphabet) *invested* + **IN** + **G** (golf, in the NATO phonetic alphabet)"
17458,Ten are initially in line for diagnostic procedure (1-3),X-RAY,"Definition: diagnostic procedure

**X** (ten) + **A**(re) [*initially*] *in* **Ry.** (railway ""line"")"
17459,Tory immorality includes number with influence (8),CONVINCE,"Definition: influence

**CON** (Conservative, so ""Tory"") + **VICE** (""immorality"") *include* **N** (number)"
17460,Bottom of dress encircled by musical note motif (5),THEME,"Definition: motif

**HEM** (""bottom of dress"") *encircled by* **TE** (""musical note"")"
17461,Lido resort’s keeping PH neutral for sea creature (7),DOLPHIN,"Definition: sea creature

***(lido) **[anag:*resort*] *keeping* **PH** + **N** (neutral)"
17462,"Rally floating voter after general election starts (3,4)",GET OVER,"Definition: Rally

***(voter)** [anag:*floating*] *after* **G**(eneral) **E**(lection) [*starts*]"
17463,Nervous using jack thing with burst tyre (7),JITTERY,"Definition: Nervous

**J** (jack, in cards) + **IT** (""thing"") *with* ***(tyre)** [anag:*burst*]"
17464,"Beset by problems, popular choice tucking into beer (2,1,6)",IN A PICKLE,"Definition: Beset by problems

**IN** (""popular"") + **PICK** (""choice"") *tucking into* **ALE** (""beer"")"
17465,Picked up new significance surrounding memorial (8),MONUMENT,"Definition: memorial

**MOMENT** (""significance] *surrounding* homophone of [*picked up*] **NEW**"
17466,State cleared criminal (7),DECLARE,"Definition: State

***(cleared)** [anag:*criminal*]"
17467,Schooner finally given free rein under master seaman (7),MARINER,"Definition: seaman

(schoone)**R** [*finally*] *given* ***(rein)** [anag:*free*] *under*** MA** (Master (of Arts))"
17468,"Zones out, nothing’s interrupting sleep (6)",SNOOZE,"Definition: sleep

**O** (nothing) *interrupting* ***(zones)** [anag:*out*]"
17469,Furious with current pay (5),IRATE,"Definition: Furious

**I **(symbol for electric ""current"") + **RATE** (""pay"")"
17470,Leading man’s immersed in the role (4),HERO,"Definition: Leading man

Hidden [*immersed*] in ""t**HE RO**le"""
17471,Outstanding performer? Margate’s thrilled (8),MEGASTAR,"Definition: Outstanding performer
***(margates) **[anag:*thrilled*]"
17472,"What may be piping hot, making one curse? (4)",OATH,"Definition: curse
**OAT** (“what may be piping”) + **H** (hot) 
*An oat is a musical pipe made out of pipe-straw, or a shepherd’s pipe.*"
17473,"Comic interlude, very old, filled with pulp mostly (10)",ANTIMASQUE,"Definition: Comic interlude
**ANTIQUE** (“very old”)* filled with* **MAS**(h) (“pulp”, *mostly*)"
17474,"Betrayed first sign of senility, getting on (4)",SOLD,"Definition: Betrayed
[*first sign of*] **S**(enility) + **OLD** (“getting on”)"
17475,"‘Hush’? That’s ‘mum’, put another way (5)",STUMM,"Definition: ‘Hush’? That’s ‘mum’, put another way
**ST** (“hush”) + ***(mum)** [anag:*put another way*] and &lit."
17476,Clever dick? Reverse of studious person ? quite (7),KNOWALL,"Definition: Clever dick?
[*reverse of*] **<=WONK** (“studious” person) + **ALL** (“quite”)"
17477,"Coverage in The Scotsman , say, rants nobleman penned (9)",SPEERINGS,"Definition: Coverage in The Scotsman , say
**SINGS** (“rants”) with **PEER** (“nobleman”) *penned* 
*To speer (or speir) is “to ask questions” in Scots, so “speerings” could be newspaper interviews.*"
17478,Head of Rugby no lad’s messed with? (6),ARNOLD,"Definition: Head of Rugby no lad’s messed with?
***(r no lad)** [anag:*messed with*] where R is [*head of*] R(ugby) and &lit. 
*Refers to Thomas Arnold, head of Rugby school between 1828 and 1841*"
17479,Scientific geek absorbed in dispute chiefly (6),TECHIE,"Definition: Scientific geek
Hidden [*absorbed*] *in* “dispu**TE CHIE**fly”"
17480,Extremely frosty exchange? (6),BALTIC,"Definition: Extremely frosty
Double definition, the second referring to the Baltic Exchange, a membership-only trading organisation based in London"
17481,Jock’s one to admit hoax and feel disgrace as before (6),ASHAME,"Definition: f
**AE** (Scots for “one”, so “Jock’s one”) *to admit* **SHAM** (“hoax”) 
*Ashame is an old word for “to feel shame”.*"
17482,Road sign needs to be this round start of excavation (9),ORGANISED,"Definition: Road sign needs to be this round start of excavation
***(road sign)** [anag:*organised* (“this”)] *round* [*start of*] **E**(xcavation) and &lit."
17483,In which you’ll see more than one slope arms and get drilled (7),MANSARD,"Definition: In which you’ll see more than one slope
***(arms and)** [anag:*get drilled*]"
17484,"Old philosopher, one mostly kept in readiness (5)",IONIC,"Definition: Old philosopher
**I** + [*mostly*] **ON IC**(e) (“kept in readiness”)"
17485,"Middle of September? Heavens, it’s often fine for a picnic (4)",ESKY,"Definition: it’s often fine for a picnic
[*middle of*] (sept)**E**(mber) + **SKY** (“heavens”) 
*An Esky is a type of coolbox.*"
17486,They were plotting part of bowling green in street strangely (10),TRINKETERS,"Definition: They were plotting
**RINK** (“part of bowling green”) *in* ***(street)** [anag:*strangely*] 
*“Trinketer” is an old word for someone involved in a plot.*"
17487,What’s associated with Milton (centrally)? Blindness may have affected such (4),EYNE,"Definition: Blindness may have affected such
(k)**EYNE**(s) (“what’s associated with Milton”, *centrally*)"
17488,Search Scots in quick movement? They may do that (8),FRISKERS,"Definition: They may do that
**SKER** (“Scots” word for “search”) *in* **FRIS** (a “quick” Hungarian dance “movement”)"
17489,Deer e.g. avoiding marshy ground (4),MUSK,"Definition: Deer
EG *avoiding* **MUSK**(eg) (“marshy ground”)"
17490,"What may create worried reaction, or conversely (10, 2 words)",E CONTRARIO,"Definition: conversely
***(reaction or) **[anag: *worried*]"
17491,Dance making you miss work (5),GALOP,"Definition: Dance
**GAL** (“miss”) + **Op**. (opus, so “work”)"
17492,Troubled pal taken in by jocular Australian subtitle? (9),STRAPLINE,"Definition: subtitle
***(pal)** [anag:*troubled*] *taken in by* **STRINE** (“jocular” word for Australian” English)"
17493,Noble nag was at the front of the field (6),TITLED,"Definition: Noble
**TIT** (“nag”, a worn-out horse) + **LED** (“was at the front of the field”)"
17494,"Talisman, a cross with letter associated with one? (6)",AMULET,"Definition: Talisman, a cross with letter associated with one?
**A **+ **MULE** (“cross”) *with* **T** (“letter associated with one” i.e. a cross (tau-cross)) and &lit. possibly"
17495,Hiding head was expensive for Dick ? being one such? (7),OSTRICH,"Definition: one such?
[*hiding head*] (c)**OST** (“was expensive”) + **RICH** (“Dick”, both short for Richard) 
*Ostriches famously hide their heads when chased.*"
17496,Pale blue component of Paraquat (4),AQUA,"Definition: Pale blue
Hidden in [*component of*] “par**AQUA**t”"
17497,"Male sitter, recognized locally? One deserved hanging (8)",HEMPSEED,"Definition: One deserved hanging
**HE** (“male”) + **MP** (one sitting in Parliament, so “sitter”) + **SEED** (dialect word for seen, so “recognized locally”) 
*In Shakespeare, a hempseed was someone who deserved to be hanged.*"
17498,"Felt-tip, one creating circles Margi scrawled (10)",MAGI-MARKER,"Definition: Felt-tip
**MAKER** (“once creating”) *circles* ***(Margi)** [anag:*scrawling*]"
17499,"Former assemblies mostly screened, broadcast in postscript (9)",PRESENCES,"Definition: Former assemblies
***(screene)** [anag:*broadcast*] *in* **PS** (postscript) where SCREENE is [*mostly*] SCREENE(d)"
17500,Follower of Huss curtailed forbidden liturgy (8),TABORITE,"Definition: Follower of Huss
[*curtailed*] **TABO**(o) (“forbidden”) + **RITE** (“liturgy”) 
*The Taborites (aka Picards) were a faction within the Hussite movement in medieval Bohemia.*"
17501,Like sea creature’s fur? Sailor I spotted clothed in one (7),OTARINE,"Definition: Like sea creature’s fur?
**TAR **(“sailor”) +** I** *spotted in* **ONE** 
*An otary is an eared seal, and otarine is the adjective which describes its silky fur.*"
17502,"Top of helmet I found in Crimea, battered, rear piece missing (6)",CIMIER,"Definition: Top of helmet
**I ***found in* ***(crime)** [anag:*battered*] where CRIME is CRIME(a) with its *rear piece missing*"
17503,"Sailor joining middle of sail, not all at once (6, 2 words)",A SALTI,"Definition: not all at once
**SALT** (“sailor”) *joining* **A** + **I** ([*middle of*] (s)AI(l)) 
*A salti means “in fits and starts.*"
17504,Perch causing head of splinter to pierce bottom (5),BASSE,"Definition: Perch
[*head of*] **S**(painter) *to pierce* **BASE** (“bottom”)"
17505,Eponymous hero appearing in early page (not English)? (4),PNIN,"Definition: Eponymous hero
**P**(age) **NIN**(e) (“early page”, not E (English)) 
*Pnin is an eponymous hero of a Vladimir Nabokov novel, published in 1957.*"
17506,"Blond may change? Yes, looking at latest colours (4)",DYES,"Definition: colours
(blon)**D** (ma)**Y** (chang)**E** (ye)**S** [*looking at latest*, ie, last letters]"
17507,About a hundred damaged trees are hidden (6),SECRET,"Definition: hidden
***(trees)** [anag:*damaged*] *about* **C** (“a hundred” in Roman numerals)"
17508,Capital stimulus a kangaroo produces (6),LUSAKA,"Definition: Capital
Hidden in [*produces*] “stimu**LUS A KA**ngaroo”"
17509,Mean to state the time (7),AVERAGE,"Definition: Mean
**AVER** (“to state”) + **AGE** (“time”)"
17510,Last incomplete exam penned by firm (7),SURVIVE,"Definition: Last
[*incomplete*] **VIV**(a) (“exam”) *penned by* **SURE** (“firm”)"
17511,"Following triathlon, exhaustion’s starting to be replaced (2,3,5)",ON THE TRAIL,"Definition: Following
***(triathlon e)** [anag:*to be replaced*] where E is E(xhaustion) [*‘s starting*]"
17512,Order members’ pigeons (4),NUNS,"Definition: Order members’
Double definition, the second referring to a type of pigeon whose head feathers look like a nun’s hood."
17513,Eat a lot or nothing preserving energy (5),FEAST,"Definition: Eat a lot
**FAST** ((eat) “nothing”) *preserving* **E** (energy)"
17514,"With canteen opening early, Protestants made a mistake (6,2)",MESSED UP,"Definition: made a mistake
**MESS** (“canteen”) + [*opening* (of)] **E**(arly) + **DUP** (Democratic Unionist Party, mainly “Protestant” party of Northern Ireland)"
17515,"Congratulations for charitable actions (4,4)",GOOD WORK,"Definition: Congratulations
Double definition"
17516,Sign over letter after removing a terrible detail (5),TILDE,"Definition: Sign over letter
***(detil) **[anag:*terrible*] where DETIL is DET(a)IL *after removing* **A**"
17517,Light flame of passion in sack (4),FIRE,"Definition: Light
Quadruple definition"
17518,"Succeed by following beat (3,7)",WIN THROUGH,"Definition: Succeed
THROUGH (“by”) following WIN (“beat”)"
17519,Heavens! Trick produces bird (7),SKYLARK,"Definition: bird
**SKY** (“heavens”) + **LARK** (“trick”)"
17520,Wolves’ leaders to count on yellow outfits to excite supporters (7),COYOTES,"Definition: Wolves
[*leaders to*] **C**(ount) **O**(n) **Y**(ellow) **O**(utfits) **T**(o) **E**(xcite) **S**(upporters)"
17521,Force to turn into don (6),DURESS,"Definition: Force
**U**(-turn) *into* **DRESS** (“don”)"
17522,Order NY team to return after story ends (6),SYSTEM,"Definition: Order
**<=METS** (“NY team” return) *after* **S**(tor)**Y** [*ends*] 
*The New York Mets are a baseball team.*"
17523,First Lady points out sins count (5),SEVEN,"Definition: sins count
**EVE** (“First Lady”) with **S** + **N** (south + north, “points” of a compass) *out*(side) 
*Refers to the seven deadly sins.*"
17524,Spies seizing port with tip-off for treecreepers (7),CERTHIA,"Definition: treecreepers
**CIA **(Central Intelligence Agency, so “spies”) *seizing* (p)**ERTH** (Australian “port” with its *tip off*) *[EDIT – may be (b)ERTH?]* 
*Certhia is the genus of birds that includes treecreepers (not in any of my three go-to dictionaries, but found on Wikipedia)*"
17525,Why I get to change number (6-3),EIGHTY-TWO,"Definition: number
***(why I get to)** [anag:*change*]"
17526,Normal to find saunas odd in mid- July (5),USUAL,"Definition: Normal
[*to find*] **S**(a)**U**(n)**A**(s) [*odd* (letters thereof)] *in* [*mid*] (j)**UL**(y)"
17527,Loan leading to progress (7),ADVANCE,"Definition: Loa
Triple definition"
17528,Exploit coming over the river (9),ADVENTURE,"Definition: Exploit
**ADVENT** (“coming”) *over* (*the river*) **URE**"
17529,Bill creating trouble for short Malawi leader (9),LAWMAKING,"Definition: Bill creating
***(malaw)** [anag:*trouble for*] where MALAW is [*short*] MALAW(i) + **KING** (“leader”)"
17530,Had fun finding “wet” in French dictionary (9),FROLICKED,"Definition: Had fun
**LICK** (“wet”) *in* **Fr.** (French) + **OED** (Oxford English “Dictionary”)"
17531,"Bit of maths problematic for the oyster (3,6)",SET THEORY,"Definition: Bit of maths
***(the oyster)** [anag:*problematic for*]"
17532,Little bit of excitement in rather boring fighter (7),DUELLER,"Definition: fighter
[*little bit of]* **E**(xcitement) *in* **DULLER** (“rather boring”)"
17533,Beware of guard (7),LOOKOUT,"Definition: Beware
Double definition"
17534,Labour’s compositions (5),WORKS,"Definition: Labour’s
Double definition"
17535,Brilliance of jungle ambush (5),GLEAM,"Definition: Brilliance
Hidden in [*of*] “jun**GLE AM**bush”"
17536,Keep quiet about little Italian restaurant by river steps at Aviemore? (10),STRATHSPEY,"Definition: steps at Aviemore?

**SH** (""keep quiet"") *about* **TRAT**(toria) (*little* ""restaurant"") *by* (River) **SPEY**
 
*The Strathspey is a traditional Scottish dance, hence ""steps at Aviemore"".*"
17537,"Wrong . . . . or, in time, ultimately right (4)",TORT,"Definition: Wrong

**OR** *in* **T** (time) + [*ultimately*] (righ)**T**"
17538,Notice loss of resistance in circuit (4),OBIT,"Definition: Notice

[*loss of*] R (resistance) *in* **O**(r)**BIT** (""circuit"")"
17539,Condition restricting movement is secured by finance provider following discharge (10),RHEUMATISM,"Definition: Condition restricting movement

**IS** *secured by* **ATM** (automated teller machine, so ""finance provider"") *following* **RHEUM** (""discharge"")"
17540,Refuse to join woman out with teacher on the rebound (6),DEBRIS,"Definition: Refuse

**DEB** (debutante, so ""woman out"") *with* **<=SIR** (""teacher"" *on the rebound*)"
17541,"Look at Bottom –– unconstrained, asinine, and beginning to heehaw. Would a fairy call for this? (3,5)",EYE TOOTH,"Definition: Would a fairy call for this?

**EYE** (""look at"") + ***(otto)** [anag:*asinine*] + *[beginning to*] **H**(eehaw), where OTTO is (b)OTTO(m) *unconstrained*"
17542,European once in prison needs exceptionally large place for business (8),JUGOSLAV,"Definition: European once

**JUG** (""prison"") *needs* **OS** (outsize, so ""exceptionally large"") + **LAV** (lavatory, so ""a place"" to do one's ""business"", euphemistically)"
17543,Rustic claims he’s the unidentified horned beast (4),IBEX,"Definition: horned beast

**I BE** (""rustic"" way to say ""I am"") + **X** (""unidentified"")"
17544,It’s not good of the French to take on very loudly (4),DUFF,"Definition: It’s not good 

**DU** (""of the"" in ""French"")* to take on* **FF** (fortissimo, so ""very loudly"")"
17545,Serve the lot right to impose silence (8),THROTTLE,"Definition: to impose silence

***(the lot rt)** [anag:*serve*] where RT is right"
17546,"Unfortunately, corn here’s run short around 1st April. One must keep stock (8)",RANCHERO,"Definition: One must keep stock

***(corn her)** [anag:*unfortunately*] *around* [*1st*] (of) **A**(pril), where HER is HER(e) *run short*"
17547,Drink first couple of beers after author’s declaration of personal impartiality (6),IMBIBE,"Definition: Drink

[*first couple of*] **BE**(ers) *after* **I'M BI **(""author's declaration of personal impartiality"")"
17548,"They establish connections and maintain them without revealing the point (6,4)",SAFETY PINS,"Definition: They establish connections

Cryptic definition"
17549,Supply eats? (4),SATE,"Definition: Supply eats?

***(eats)** [anag:*supply*] and &lit."
17550,Lament line finally adopted by Livingstone? (4),KEEN,"Definition: Lament

(lin)**E** [*finally*]* adopted by* **KEN** (Livingstone) (ex-Mayor of London)"
17551,"Electronic data gathered about people going west. In these? (6,4)",ESTATE CARS,"Definition: In these?

**E** (electronic) + **STATS** (""data"") *gathered about* **<=RACE** (""people"" *going west*, ie from right to left)"
