,Clue,Answer,Explanation
18169,Half of football team mention regularly visiting Italian region (6),VENETO,"Definition: Italian region
eleVEN (football team, half of) then every other letter (regularly visiting) of mEnTiOn"
18170,Musical drama that occurs in theatre before tenors advanced (8),OPERETTA,"Definition: Musical drama
OP (operation, theatre) ERE (before) TT (tenor, twice) and A (advanced)"
18171,Officer’s work unit covered in the briny books (8),SERGEANT,"Definition: Officer
ERG (work unit) inside (covered in) SEA (the briny) then NT (New Testament, books)"
18172,"Doctor in emergency room calling for attention, seeing germ (6)",EMBRYO,"Definition: germ
MB (doctor) inside ER (emergency room) then YO (a call for attention)"
18173,Mysterious artist turning up at place of worship (4),ARCH,"Definition: Mysterious
RA (Royal Academician, artist) reversed (turning up) with CH (church, place of worship)"
18174,"Mercenary barbarian admits anger extremely distressing (5,3)",HIRED GUN,"Definition: Mercenary
HUN (barbarian) contains (admits) IRE (anger) and DistressinG (outer letters, extremely)"
18175,Couple of slips move gradually to intimidate batsman (6),SLEDGE,"Definition: to intimidate batsman
SLips (first two letters, a couple of) and EDGE (move gradually)"
18176,Kid finished fine beef (6),OUTFOX,"Definition: Kid
OUT (finished) F (fine) OX (beef)"
18177,Some of WI marmalade maybe American spies when over (7),JAMAICA,"Definition: Some of WI
JAM (marmalade maybe) then A (American) CIA (spies) reversed (when over) – an island in the West Indies"
18178,Composer’s never-ending capital in Germany and Australia (7),BERLIOZ,"Definition: Composer
BERLIn (capital in Germany, never ending) and OZ (Australia)"
18179,"Working group, servicemen in the main, staff historical gate (8)",TURNPIKE,"Definition: historical gate
TU (trade union, working group) RN (Royal Navy, servicemen in the main, sea) and PIKE (staff)"
18180,"Huge mass of water bringing about stink that’s under US city (4,4)",LAKE ERIE,"Definition: Huge mass of water
a reversal (bringing about) of REEK (stink) IE (that is) following (under) LA (US city)"
18181,Flourish given by ordinary Shakespearean character (8),PROSPERO,"Definition: Shakespearean character
PROSPER (flourish) with O (ordinary)"
18182,Decorative work reflected above one canal business (6),STUCCO,"Definition: Decorative work
CUTS (a cut is a canal, above one is plural) reversed (reflected) then CO (company, business)"
18183,"Panic about source of calcium, in short supply (6)",SCARCE,"Definition: in short supply
SCARE (panic) contains (about) Calcium (first letter, source of)"
18184,Compass indicating location of bookie? (6),SPHERE,"Definition: Compass
a cryptic reading (indication) of SP HERE may be “starting prices here” (location of bookie)"
18185,Survive closing (4),LAST,"Definition: Survive
double definition"
18186,SEASIDE,PEASIDE,
18187,RAPT,RAPT,
18188,FIRE-RAISER,FIRE-REISER,
18189,SILEX,SILEX,
18190,GOURA,GOTRA,
18191,TROPE,TRORE,
18192,KOAN,KOAN,
18193,MUCROS,MOCROS,
18194,RATTLEPATED,RATTLEPATED,
18195,PARONOMASIA,PARNNOMASIA,
18196,TEGMEN,TEGMEN,
18197,GRIT,GRIT,
18198,RUCHE,RUEHE,
18199,RINSE,RLNSE,
18200,FREON,FREON,
18201,MODERNNESS,MODELNNESS,
18202,spam,SPAM,
18203,AGNATIC,AGNATIA,
18204,MASTER-AT ARMS,PASTER-AT-ARMS,
18205,EMIR,EMIR,
18206,AFLOAT,AFLOAT,
18207,SIETH,SIERH,
18208,DECK TENNIS,DECK TENNIS,
18209,BIGA,BEGA,
18210,ASSURE,ASTURE,
18211,PERIODIC,PERIODIC,
18212,TRANSPARENCY,TRANSPARENCA,
18213,COMPOSTING,COMPOSTING,
18214,TAPE LOOP,TAPE LLOP,
18215,ALME,ALNE,
18216,IAMB,OAMB,
18217,AGENDA,AGENDA,
18218,SAGEST,SAEEST,
18219,BURSA,BURSA,
18220,REFT,RELT,
18221,HOLI,HOLI,
18222,B from Armagh (6),GRAHAM,"Definition: B
anagram (from, alluded to rather than explicitly indicated) of ARMAGH"
18223,G having an asthma attack (8),SAMANTHA,"Definition: G
anagram (attack) of AN ASTHMA"
18224,B getting zero in maths debacle (6),THOMAS,"Definition: B
O (zero) inside anagram (debacle) of MATHS"
18225,G will live for a moment (8),BEATRICE,"Definition: G
BE (live) A TRICE (moment)"
18226,"G from Deva, topless (6)",HESTER,"Definition: G
cHESTER (Deva, Roman name for Chester) missing first letter (topless)"
18227,B reading Latin badly (8),REGINALD,"Definition: B
anagram (badly) of READING and L (Latin)"
18228,G removes head of government from autonomous Spanish area (6),ALICIA,"Definition: G
gALICIA (autonomous Spanish area) missing first letter (head)"
18229,"B without a cleaner, almost (7)",CHARLES,"Definition: B
CHARLESs (without a char, cleaner, almost)"
18230,"G in residence, having drink brought round (6)",TERESA,"Definition: G
res (residence) inside (having…brought round) TEA (drink)"
18231,G – aka Blaise (6),ISABEL,"Definition: G
anagram (aka, also as) BLAISE"
18232,G’s husband in Lille goes to bird’s heart (8),MARIANNE,"Definition: G
MARI (husband in French, in Lille) with gANNEt (bird, heart of)"
18233,B with series of maps having live radio telegraphy in short (6),OSBERT,"Definition: B
OS (Ordnance Survey, series of maps) with BE (live) and RT (radio telegraphy, in short=abbreviated)"
18234,B giving his final performance as balladeer (8),ALASTAIR,"Definition: B
A LAST AIR (a final song, final performance of a balladeer)"
18235,B could be Malcolm or Palmer (6),ARNOLD,"Definition: B
Malcolm Arnold (composer) of Arnold Palmer (golfer) perhaps"
18236,G keeping quiet about American money (8),SUSANNAH,"Definition: G
SH (quiet) contains (about) US (american) ANNA (a coin, money)"
18237,B reduced sherry – goodness! (6),JEREMY,"Definition: B
JEREz (sherry) missing last letter (reduced) then MY (goodness!)"
18238,"Progress to appoint a new educationist (3,5)",GET A HEAD,"Definition: Progress
GET A HEAD (to appoint new educationist, head teacher)"
18239,A stroke of genius; staff spoke of hearing (8),ACOUSTIC,"Definition: of hearing
A COU STIC sounds like (spoke) “a coup stick” (a, stroke of genius, staff)"
18240,Lecturer of little importance (8),ACADEMIC,"Definition: Lectu
double definition"
18241,Examination involving All about Eve (1- 5),A-LEVEL,"Definition: Examination
ALL contains (about) EVE"
18242,County worker on edge (6),ANTRIM,"Definition: County
ANT (worker) on RIM (edge)"
18243,Initially Tony Blair distorted such family links (6),TRIBAL,"Definition: family
anagram (distorted) of Tony (first letter, initially) and BLAIR – Tony Blair distorted such family/tribal links"
18244,Makes up for what happens at noon (6),AMENDS,"Definition: Makes up for
AM ENDS (what happens at noon, PM begins)"
18245,Once again travelling man receives pay increase (7),REPRISE,"Definition: Once again
REP (travelling man) with RISE (pay increase)"
18246,Group topped ditch (1-2),A-HA,"Definition: Group
hA HA (ditch) missing first letter (topped)"
18247,Little G’s better half (3),BET,"Definition: Little G
BETter (half of)"
18248,"Discharge from TV costs nothing (4,4)",SETS FREE,"Definition: Discharge
SET’S FREE (the TV is free, costs nothing) – a typo in the definition, should have been *discharges*?"
18249,G – the bird with whom to run off (8),PENELOPE,"Definition: G
PEN (swan) with ELOPE (to run off)"
18250,"Old characters in diary now revealing routine (3,2,3)",DAY TO DAY,"Definition: routine
DiArY (odd characters in, *old is a typo?*) then TODAY (now)"
18251,"Streaks, as a dirty campaigner does (6)",SMEARS,"Definition: Streaks
double definition"
18252,Laments from those on a lily-pad? (6),CROAKS,"Definition: Laments from those on a lily-pad?
cryptic definition – frogs sit on lily-pads"
18253,B from 6 (6),MARTIN,"Definition: B
anagram (the letters from) ANTRIM (6 down)"
18254,"G in the middle of things, riding Mirage (6)",INDIRA,"Definition: G
the middle letters of thINgs riDIng miRAge"
18255,Not about to keep redtop in bluish square? (10),TETRAGONAL,"Definition: square?
NOT reversed (about) contains (to keep) RAG (redtop, newspaper) inside TEAL (bluish, colour)"
18256,"Damage I did at party to trousers and to boot (2,8)",IN ADDITION,"Definition: to boot
anagram (damage) of I DID AT inside (…trousers, puts in pocket) IN ON (party to)"
18257,"Earl on edge when retiring me too! (4,4)",SAME HERE,"Definition: me too
E (earl) RE (on, concerning) HEM (edge) AS (when) all reversed (retiring)"
18258,Energetic due to the state of course (12),THROUGH-GOING,"Definition: Energetic
THROUGH (due to) and GOING (state of racecourse)"
18259,Mission evoking bedside manner? (5),ALAMO,"Definition: Mission
A LA (evoking) MO (modus operandi, bedside manner perhaps) – The Alamo Mission in Texas. *or A LA MO (Medical Officer)*"
18260,"In form of containment, all but one name suffering this? (9)",OMITTANCE,"Definition: suffering thi
anagram (form of) COnTAInMENT missing all but one N (name)"
18261,"For somebody with B, I’ll find two Es hard to take in GCSE (3,6)",BIG CHEESE,"Definition: somebody
B then I with (will find) then EE (two Es) following (…taken by…) H (hard) inside GCSE"
18262,"Out in the nineties, so this impossible! (3,2)",NOT ON,"Definition: impossible
NO TON (out in the nineties, so not a century) – cricket"
18263,"Deliveryman restricted by this proceeds to double up (6,6)",RETURN CREASE,"Definition: Deliveryman restricted by this
RETURN (proceeds) and CREASE (to double up)"
18264,"Stop row, seeing eye to eye? (5-5)",CLOSE RANGE,"Definition: seeing eye to eye
CLOSE (stop, bring to an end) and RANGE (row)"
18265,"Indeed, ball moving around in games might not be! (8)",PLAYABLE,"Definition: might not be
AY (indeed) inside (with…around) anagram (moving) of BALL all inside PE (games) – definition is an extension of the wordplay"
18266,"Some charge a master for one – what of us? (6,4)",AMPERE HOUR,"Definition: Some charge
A MA (master) PER (for one) EH (what) OUR (of us)"
18267,"Miscellany on the wagon includes his hat, it follows (4,4,3,3,5)",THIS THAT AND THE OTHER,"Definition: Miscellany
TT (on the wagon) contains HIS then HAT then AND with (..follows) THE OTHER (it, sex)"
18268,Top garden party! (5),OUTDO,"Definition: Top
an OUT DO might be an outside (garden) do (party)"
18269,This “A-Teammmmm” might get you by? (9),ALONGSIDE,"Definition: by
A then LONG SIDE (teammmmm, a long team)"
18270,"Mad about Rio chocolate centres? (6,4)",BRAZIL NUTS,"Definition: chocolate centres
someone who is BRAZIL NUTS is mad about Brazil, Rio de Janeiro perhaps"
18271,Popular people work on 1:1 cases (10),EVERGREENS,"Definition: Popular people
ERG (unit of work) RE (on, concerning) inside (…cases) EVENS (1:1, ratio or odds)"
18272,"Doctor initially said: “ages to regeneration”; finally: “hurry!” (3,4,4,4,4)",GET ONES ARSE INTO GEAR,"Definition: hurry
anagram (doctor) of Said (first letter, initially) and AGES TO REGENERATION – I’m not sure where *finally* fits in"
18273,Harmonising “The Betrayal of Sweeney Todd”? (10),BARBERSHOP,"Definition: Harmonising
a BARBER SHOP might be the shopping (betrayal) of a barber (Sweeny Todd perhaps)"
18274,"Upset at a greater range of marks (6,4)",TARGET AREA,"Definition: range of marks
anagram (upset) of AT A GREATER – a mark is a target"
18275,"Covering for slit work – nude, Poirot let me think (9)",OPERCULUM,"Definition: Covering for slit
OP (opus, work) then hERCULe (Hercule Poirot, no outer letters so nude) and UM (let me think)"
18276,Result: guarantee’s run out (5),ENSUE,"Definition: Resul
ENSUrE (guarantee) missing (with…out) R (run)"
18277,Tell extremely equivocal judge to go outside (6),RELATE,"Definition: Tell
EquivocaL (outer letter, extremes of) inside (…to go outside) RATE (judge)"
18278,Hand over drills – less one if gear has odd parts missing (8),TRANSFER,"Definition: Hand over
TRAiNS (drills) missing I (one) then iF gEaR missing odd letters"
18279,"Easy choice read back during trial phase (2,7)",NO CONTEST,"Definition: Easy choice
CON (read) reversed (back) with ON (during) TEST (trial phase)"
18280,Plant beef cheek (5),OXLIP,"Definition: Plant
OX (beef) LIP (cheek, impertinence)"
18281,Trees he climbs regularly (4),ELMS,"Definition: Trees
every other letter (regularly) of hE cLiMbS"
18282,Rated second ride awful (10),CONSIDERED,"Definition: Rated
anagram (awful) of SECOND RIDE"
18283,"I turned around, being inexperienced (7)",UNTRIED,"Definition: inexperienced
anagram (around) of I TURNED"
18284,Broadcaster with dog which went into orbit (6),SKYLAB,"Definition: which went into orbit
SKY (broadcaster) with LAB (Labrador, dog)"
18285,Mass measurement finishing after a couple of minutes in Georgia (6),GRAMME,"Definition: Mass measurement
last letter (finishing) of afteR with A and M M (minute, twice) all inside GE (Georgia)"
18286,Look into Leicester possibly being cut off by filthiness (7),SQUALOR,"Definition: filthiness
LO (look) inside SQUARe (Leicester Square possibly, cut short)"
18287,"A clue I bend deviously, which can’t be taught (10)",INEDUCABLE,"Definition: which 
anagram (deviously) of A CLUE I BEND"
18288,Pasta or hybrid yak (4),ORZO,"Definition: Pasta
OR with ZO (hybrid yak)"
18289,Throw out film about Japanese city (5),EJECT,"Definition: Throw out
ET (film) contains (about) J (Japanese) and EC (City of London, from postal code)"
18290,Independent note helping another run- through (9),ITERATION,"Definition: another run- through
I (independent) TE (note, music) RATION (helping, of food)"
18291,Time children went and turned knobs (8),TWIDDLED,"Definition: turned knobs
T (time) WIDDLED (went, to the toilet, for children)"
18292,Revised some quayside tidetables on the way back (6),EDITED,"Definition: Revised
found inside (some of) quaysiDE TIDEtables reversed (on the way back)"
18293,Second hare chewed prune (6-2),RUNNER-UP,"Definition: Second
RUN (hare) and anagram (chewed) of PRUNE"
18294,One going places has look at Italian lake and hill (9),LOCOMOTOR,"Definition: One going places
LO (look) with (at) COMO (Italian lake) and TOR (hill)"
18295,Minute semi-desert’s abandoned fate (4),TINY,"Definition: Minute
DESert (semi, half of) missing from (has abandoned) desTINY (fate)"
18296,"Runs at Longchamp and is second, so tries again (7)",RETESTS,"Definition: tries again
R (runs) then ET EST (and is, French, at Longchamp perhaps) and finally S (second)"
18297,"Light right above, sound on, any problem? (7,3)",NOONDAY SUN,"Definition: Light right above
anagram (problem) of SOUND ON ANY"
18298,Shot rifle one puts away (5),FILER,"Definition: one puts away
anagram (shot) of RIFLE"
18299,Pressure to stop attacks which could mean danger down-river (6),RAPIDS,"Definition: which could mean 
P (pressure) inside (to stop, like a cork) RAIDS (attacks)"
18300,Wine retains goodness for minutes (6),RECORD,"Definition: minutes
RED (wine) contains COR (goodness!) – minutes of a meeting"
18301,"Minute odds fixed, so got off horse (10)",DISMOUNTED,"Definition: got off horse
anagram (fixed) of MINUTE ODDS"
18302,She soothes sensitivities of everyone tigers chewed (9),ALLERGIST,"Definition: She soothes sensitivities
ALL (everyone) with anagram (chewed) of TIGERS "
18303,End power struggle for second 26 (3-5),PRE-OWNED,"Definition: second 26
anagram (struggle) of END POWER – second hand"
18304,Inspect what used to be a colliery (7),EXAMINE,"Definition: Inspect
EX (what used to be) A MINE (colliery)"
18305,Medal for second fictional pirate (6),SILVER,"Definition: Medal
double definition – Long John Silver"
18306,Second part covers split (6),BISECT,"Definition: split
SEC (second) inside (…covers) BIT (part)"
18307,The Spanish mostly give off fragrant resin (5),ELEMI,"Definition: fragrant resin
EL (the, in Spanish) then EMIt (give off, mostly)"
18308,Chinese director possibly minute (4),HAND,"Definition: possibly minute
HAN (a Chinese) and D (director) – hour hand and minute hand"
18309,A measure of drink knocked back in bunk by this awfully fine writer (13),CALLIGRAPHIST,"Definition: fine writer
A then GILL (a measure of drink) reversed (knocked back) all inside CRAP (bunk) then anagram (awfully) of THIS"
18310,"Victim, leader of Empire, falling back, true to form — his Shakespearean cry? (2,2,5)",ET TU BRUTE,"Definition: his Shakespearean cry
BUTT (victim) Empire (first letter of, leader) all reversed (falling back) then anagram (to form) of TRUE – Julius Caesar’s (leader of an empire) last words in Shakespeare play"
18311,"M-Musk, is it? (5)",MELON,"Definition: is it
M – ELON (Elon Musk, industrialist) – the musk melon (aka honeydew melon) perhaps"
18312,Place to land like an aeroplane? (5),JETTY,"Definition: Place to land
cryptically JETTY can be read as is “like a jet”"
18313,Anglican spraying 21 about (9),EPISCOPAL,"Definition: Anglican
anagram (spraying…about) of PEPSI COLA (21 across)"
18314,Roots cut in short eruption (7),RADICES,"Definition: Roots
DICE (cut) in RASh (eruption, short). Chambers list *roots* as an obsolete meaning of *radices*, but most of other meanings listed will suffice as a definition"
18315,Subzero puzzle? (7),NONPLUS,"Definition: puzzle
NON-PLUS so must be negative (subzero)"
18316,"Intellectual, moving reference? (7,13)",WALKING ENCYCLOPAEDIA,"Definition: Intellectu
WALKING (moving) ENCYLOPAEDIA (a reference, book)"
18317,"Drink: large bottles small, in a cutback? (5,4)",PEPSI COLA,"Definition: Drink
EPIC (large) contains (bottles) S (small) all inside A LOP (cut) reversed (back)"
18318,Wander westwards around northern area (5),MANOR,"Definition: area
ROAM (wander) reversed (westwards, right-to-left on a map) contains (around) N (northern) – slang for one’s local area"
18319,"Bird with you in country, did you say? (5)",CRANE,"Definition: Bird
CRANE with U (you) gives U-CRANE which sounds like (did you say?) UKRAINE (a country)"
18320,I’m opening my very friendly invitation and heading for exciting city in Florida (9),KISSIMMEE,"Definition: city in Florida
I’M inside (opening) KISS ME (my very friendly invitation) then Exciting (first letter, heading for)"
18321,Neutralising chemical: two animals elected to drink it (9),ANTITOXIN,"Definition: Neutralising chemical
ANT and OX (two animals) IN (elected) contains (to drink) IT"
18322,Throw up near vestibule (5),LOBBY,"Definition: vestibule
LOB (throw up) BY (near)"
18323,"Too much on principle in Americans supporting English — some cheek! (7,7)",GLUTEUS MAXIMUS,"Definition: some cheek
GLUT (too much) then MAXIM (principle) inside US US (American, two of) following (supporting) E (English) – a muscle in the cheek (buttock)"
18324,"Workshop where priest wel­comed by father, though not initially (7)",ATELIER,"Definition: Workshop
ELI (a priest, in the Bible) inside (welcomed by) pATER (father) missing first letter (though not initially)"
18325,"Boy I see, one climbing under dwel­ling briefly — very dangerous (9)",HOMICIDAL,"Definition: very dangerous
LAD (boy) I C (see, name of letter) all reversed (climbing) following (under) HOMe (dwelling, briefly)"
18326,Splash featuring a county (5),SALOP,"Definition: county
SLOP (splash) contains (featuring) A – old name for Shropshire"
18327,"Mark of an African nation’s hous­ing predicament — American concerned with issue? (8,5)",BENJAMIN SPOCK,"Definition: American concerned with issue
BENIN’S POCK (the pock of Benin, mark of an African nation) contains (housing) JAM (predicament) – American child psychologist (issue is children)"
18328,"Hang-gliders flying over centre of Coventry rose here, perhaps? (7,6)",ENGLISH GARDEN,"Definition: rose here, perhaps
anagram (flying) of HANG-GLIDERS contains covENtry (centre of)"
18329,Craft: ship defended by armed forces deserted by one sailor (9),MILLINERY,"Definition: Craft
LINER (ship) inside (defended by) MILitarY (armed forces) missing I (one) TAR (sailor)"
18330,"Hearts captivated by mysterious spelling of magician in Asian city (6,3)",CHIANG MAI,"Definition: Asian city
H (hearts) inside (captivated by) anagram (mysterious spelling of) MAGICIAN"
18331,Cause to lose sleep about king having left dive (7),SNORKEL,"Definition: dive
SNORE (cause to lose sleep) contains (about) K (king) then L (left)"
18332,"Greeting he implied, when this? (5,2)",WHAT’S UP,"Definition: Greeting
WHAT’S UP can be read as EH (what) is reversed (up) so implying HE"
18333,Basic smooth talking? (5),PLAIN,"Definition: Basic
sounds like (talking) “plane” (smooth)"
18334,Reportedly key state (5),MAINE,"Definition: state
sounds like (reportedly) “main” (key)"
18335,Controller of all power South writes off in sporting event (12),MASTERSWITCH,"Definition: Controller of all power
S (south) and anagram (off) of WRITES inside MATCH (sorting event)"
18336,Mop I’m handing over to seaman in state of dizziness (4),SWAB,"Definition: Mop
SWIM (state of dizziness) with I’M being replaced by (handing over to) AB (seaman)"
18337,Bits at the end for Popeye – spinach – disgusting! (4),YECH,"Definition: disgusting
last pair of letters (bits at the end) from popeYE and spinaCH"
18338,Cottage in the country pop’s fitted with central heating after year (5),DACHA,"Definition: Cottage in the country
DA (pop, father) contains (fitted with) CH (central heating) following A (annus, year)"
18339,This hemlock derivative encompasses end for Socrates – as icon perished? (5),CONIA,"Definition: This hemlock derivative
CONIA (this hemlock derivative, the answer) containing (encompasses) gives an a anagram (perished) of AS ICON"
18340,There’s a lot of blood attached to mafia family in this Chicago racket (7),CLANGOR,"Definition: Chicago racket
GORe (blood, a lot of) following (attached to) CLAN (mafia family) – Chicago indicates American spelling"
18341,Bairn’s worn-out shoe has battered rubber child gets into (8),SHAUCHLE,"Definition: Bairn’s worn-out shoe
anagram (battered) of HAS then ULE (rubber) containing (that…gets into) CH (child)"
18342,Part of speech penned by Beaverbrook (4),VERB,"Definition: Part of speech
found inside (penned by) beaVERBrook"
18343,"Larder standby sprinkled in case you start on salad (8, 2 words)",SOY SAUCE,"Definition: Larder standby
anagram (sprinkled in) of CASE YOU and Salad (first letter, start of)"
18344,"Like leafy appendages turning up, look, in jug (8)",STIPULAR,"Definition: Like leafy appendages
UP (reversed (turning) LA (look) inside STIR (jug, prison)"
18345,Some doctoring is option after regular excisions (4),SPIN,"Definition: Some doctoring
every other letter (after regular excisions) of iS oPtIoN"
18346,Discovery includes old clothes pilfered? (8),FINGERED,"Definition: pilfered
FIND (discovery) includes GERE (clothes, old indicates Spenserian)"
18347,Third classification in boxing? (7),CRATING,"Definition: boxing
C (third, eg C-list celebrity) RATING (classification)"
18348,Love-making cut at start after bug returns? Not what you want in bed! (5),CIMEX,"Definition: Not what you want in bed!
sEX (love-making, cut) following MIC (microphone, bug) reversed (returns) – bed bugs"
18349,Sea monster leads to personal hate of Capt. Ahab (5),PHOCA,"Definition: Sea monster
first letters (leads to) of Personal Hate Of Captain Ahab"
18350,"Shed unloaded, got rid of Romanian money (4)",BANI,"Definition: Romanian money
BANIshed (got rid of) missing SHED"
18351,What’s a young cow to Sandy? Question with no answer ultimately (4),QUEY,"Definition: a young cow to Sandy
QUErY (question) missing answeR (last letter of, ultimately) – *to Sandy* indicates Scots"
18352,Sets in order a messy set and it’s reorganized (12),SYSTEMATISES,"Definition: Sets in order
anagram (reorganized) of A MESSY SET and IT’S"
18353,"Computer system, tidy, in documents (unkeyed?) (5)",MSDOS,"Definition: Computer system
DO (tidy, act as housekeeper) inside MSS (manuscripts, documents hand written not keyed)"
18354,"Where relics are housed? 100, mostly excellent, in Asia ransacked (8)",SACRARIA,"Definition: Where relics are housed
C (100) RARe (excellent, mostly) inside anagram (ransacked) of ASIA"
18355,"Very young hawk, unconstrained, tail up (4)",EYAS,"Definition: Very young hawk
EASY (unconstrained) with the last letter (tail) moved up"
18356,Ring round after delivery (not the first)? (6),RE-ECHO,"Definition: Ring
O (something round) follows (after) bREECH (delivery, birth) missing first letter"
18357,Rogue caught interrupting excursion (6),SCALLY,"Definition: Rogue
C caught inside (interrupting) SALLY (excursion)"
18358,Like old man-of-war? Consider being shot to pieces when one’s aboard (9),IRONCASED,"Definition: Like old man-of-war
anagram (being shot to pieces) of CONSIDER containing (when…is aboard) A (one)"
18359,Secret crime society? One might deduce its members are up this (4),TONG,"Definition: Secret crime society
its members are up TO NG (no good)"
18360,Husky in frost at head of sledge being unloaded? (6),HOARSE,"Definition: Husky
HOAR (frost) before (at head of) SledgE (being unloaded, no middle letters)"
18361,"Launderette offering server, I wear clothing after treatment (10)",WASHETERIA,"Definition: Launderette
ASHET (a serving tray, server) inside (with…clothing) anagram (after treatment) of I WEAR"
18362,"Botany, say? Love endless aroma enfolding one in artist’s pale-green? (10)",BIOSCIENCE,"Definition: Botany, say
O (zero, love) and SCENt (aroma, endless) containing (enfolding) I (one) inside BICE (pale green artist’s paint)"
18363,"Not fully empowered, pub struggles, accordingly limiting that red wine (9)",SUBPOTENT,"Definition: Not fully empowered
anagram (struggles) of PUB inside (…limiting that) SO (accordingly) then TENT (red wine)"
18364,Like copper goblets drunken roué’s filled (8),CUPREOUS,"Definition: Like copper
CUPS (goblets) contains (…has filled) anagram (drunken) of ROUE"
18365,"Part of bishop’s get-up, form of trimmed cassock (6)",SACCOS,"Definition: Part of bishop’s get-up
anagram (form) of CASSOCk missing last letter (trimmed)"
18366,"Divine symbol of maleness, glam by implication (6)",LINGAM,"Definition: Divine symbol of maleness
L IN GAM implies GLAM"
18367,New trap given room by motorists – it’s a dreadful pain (6),ANGINA,"Definition: a dreadful pain
N (new) GIN (trap) inside (given room by) AA (Automobile Association, motorists)"
18368,Timber sledges one’s kept in out of the rain before start of snow (5),DRAYS,"Definition: Timber sledges
A (one) inside (kept in) DRY (out of the rain) then Snow (first letter, start of)"
18369,Part of crust rolled up as wrap (4),AMIS,"Definition: wrap
SIMA (part of Earth’s crust) reversed (rolled up) – definition is a Spenserian spelling of amice (a wrap)"
18370,Dig openings for seed potatoes in trench (4),SPIT,"Definition: Dig
first letters (openings) for Seed Potatoes In Trench"
18371,"Small, pale bird (4)",SWAN,"Definition: bird
S (small) WAN (pale)"
18372,"Axeman might use this initially entering copse, trying resolutely to cut tree (8)",PLECTRUM,"Definition: Axeman might use this
first letters (initially) of Entering Copse Trying Resolutely inside (to cut) PLUM (tree) – an axe is an electric guitar"
18373,"Below par when Arthur teed off – gripping end to game (5,3,7)",UNDER THE WEATHER,"Definition: Below par
anagram (off) of WHEN ARTHUR TEED containing gamE (lat letter, end to)"
18374,"Add seasoning to fish – European, posh restaurant might insist on this (5,4)",DRESS CODE,"Definition: posh restaurant might insist on this
DRESS (add seasoning to) COD (fish) E (European)"
18375,Son – stir flipping drink! (4),SODA,"Definition: drink
S (son) then ADO (stir) reversed (flipping)"
18376,Well-behaved soldier (7),ORDERLY,"Definition: Well-behaved
double definition"
18377,“Labour with vigour” – a new catchphrase (6),SLOGAN,"Definition: catchphrase
SLOG (labour with vigour) A N (new)"
18378,"Adult who’s lost east of American city, carelessly (6)",ANYHOW,"Definition: carelessly
A (adult) then anagram (lost) of WHO to the left of (east of, on a map) NY (American city)"
18379,Gold record-player with no ordinary remote (7),AUSTERE,"Definition: remote
AU (gold, chemical symbol) then STEREo (record-player) missing O (ordinary)"
18380,Food sent back – some chocolate fudge (4),FETA,"Definition: Food
found reversed (sent back) inside (some) chocolATE Fudge"
18381,"Cue, holding a rest (9)",REMAINDER,"Definition: r
REMINDER (cue) contains A"
18382,"Angry talk to confuse what you’re doing? (9,6)",CROSSWORD PUZZLE,"Definition: what you’re doing
CROSS (angry) WORD (talk) PUZZLE (confuse)"
18383,Bare bottoms in England are very overdue (8),DESOLATE,"Definition: Bare
last letters (bottoms in) of englanD arE then SO (very) LATE (overdue)"
18384,Unimportant fish in loch? On the contrary (4),IDLE,"Definition: Unimportant
L (loch) in IDE (a fish)"
18385,Queen wearing blue right next to group of soldiers (8),SQUADRON,"Definition: group of soldiers
QU (queen) inside (wearing) SAD (blue) then R (right) ON (next to)"
18386,Confuse movement of a duck with taking off (5),ADDLE,"Definition: Confuse
wADDLE (movement of a duck) missing (taking off) W (with)"
18387,Unruly large women getting in beer on ship (7),LAWLESS,"Definition: Unruly
L (large) then W (women) inside ALE (beer) on SS (steam ship)"
18388,"Aware of standing close to terrific girl, awake (5-9)",CLASS CONSCIOUS,"Definition: Aware of standing
terrifiC (last letter, close to) then LASS girl and CONSCIOUS (awake)"
18389,Concerned about heat and dry? Frantically do this (9),REHYDRATE,"Definition: Concerned
RE (about) then anagram (frantically) of HEAT and DRY – definition is semi-&lit and top-and-tails the wordplay: *concerned about… …so frantically do this*."
18390,Basic in some respects (4),MERE,"Definition: Basic
found inside soME REspects"
18391,"Don tries to break actual drill (5,9)",DRESS REHEARSAL,"Definition: drill
DRESS (don) then HEARS (tries) inside (to break) REAL (actual)"
18392,Conservative welcoming the man’s idea (6),THEORY,"Definition: idea
TORY (Conservative) contains (welcoming) HE (the man)"
18393,Treacherous rogues and rebels (9),DANGEROUS,"Definition: Treacherous
anagram (rebels) of ROGUES AND"
18394,"Rescue from deep river, swimming out of depth (8)",REPRIEVE,"Definition: Rescue
anagram (swimming) of dEEP RIVER missing (out of) D (depth)"
18395,"Come off train (4,3)",WORK OUT,"Definition: Come off
double definition – succeed and exercise"
18396,Group of military vessels are made at docks – every stern (6),ARMADA,"Definition: Group of military vessels
ARe MADe At missing last letters (docks every stern)"
18397,"Father adopting type of Buddhism, almost bewildered (5)",DAZED,"Definition: bewildered
DAD (father) contains (adopting) ZEn (type of Buddhism, almost)"
18398,Ill-natured American police department (4),ACID,"Definition: Ill-natured
A (American) and CID (police department)"
18399,Connection with trailer in which bachelor is introduced to drag queen (6),TOWBAR,"Definition: Connection with trailer
BA (bachelor) inside (is introduced to) TOW (drag) R (regina, queen)"
